stage_id,name,lat,lon,corridor,routes,aliases,nearby_osm_name
0403LMS,Mwisho,-1.290631,36.873744,,10,,
0400MYC,Myca,-1.260856,36.909709,,04SK 38/39,,Step 1
0810NNN,N,-1.264136,36.734075,,115 135 114W,,Mountain View
0400NCC,Nacico,-1.288920,36.839800,,58 33C 34B 34J 04SK 1960 23KS 33TP 1961K 19Cdc 19Cjk 33FED 33GTB 35/60,,ENA Coach
0711NAT,Nairobi Area Police Traffic Headquarters,-1.296463,36.808161,,2 8 4W 102 111 32A 33NG,,KNH/KMTC
0710NAQ,Nairobi Area Traffic Headquarters,-1.297054,36.806435,,8 4W,,KNH/KMTC
0501NNP,Nairobi National Park Gate,-1.348156,36.764887,,125 126,,
0511OPR,Nairobi National Park/Orphanage,-1.334299,36.779501,,24 125 126,,
0801NSH,Nairobi School,-1.260350,36.771080,,30 105 115 135 114W 23KG,,School
0701NWT,Nairobi Water,-1.303876,36.777757,,5,,Ndemi bus stop
0500NBW,Nairobi Women,-1.396461,36.745890,,126 126RK,Nairobi Womens,
0201NAS,Naivas,-1.218873,36.895474,thika_road,49 17B,,Roysambu
0210NVS,Naivas,-1.243809,36.877718,thika_road,25 25A,,adapt alight
0710NKT,Nakumatt Junction,-1.299031,36.762577,,2 24 4W 102 111 24C,,Tankard
0711NKP,Nakumatt Prestige,-1.299708,36.787362,,2 5 4W 102 111 24C,,Prestige Plaza
0201NTR,Nakumatt Ridgeways,-1.225250,36.838830,kiambu_road,100 120 121 100A,,
0110NKT,Nakumatt Stage,-1.260180,36.818550,,11A,Nakumatt/Post Office,Agha khan hospital junction/ 3rd parklands ave
0501NMJ,Namanga Junction,-1.434982,36.971118,,110ATH,,Namanga Junction
0610NWH,Nariobi Womens Hospital,-1.293984,36.795456,,5 56 46K 46Y,Quality,Bus Stop
0401NAS,Nas,-1.337240,36.919257,,34J,,
0410NSE,Nasra Estate,-1.279780,36.900980,,20 17A 17Aky,,Masimba
0510NST,Naston,-1.397324,36.758091,,125 126,,
0501NTN,Nation,-1.372267,36.920297,,110 110ATH,,
0410NCK,Ncck,-1.295810,36.876680,,36 58,,
0501NDG,Ndege Road,-1.336550,36.722490,,24BK,,
0500NDG,Ndege Road,-1.354816,36.720121,,24C,,
0101NDJ,Ndenderu Junction,-1.192266,36.743758,,107 114R,Ndenderu Redeemed Gospel | Ndenderu Sda,
0100NKD,Ndenderu Kwa Maduka,-1.194490,36.750610,,107 114R,,
0111NDS,Ndenderu Stage,-1.193030,36.748020,,107 114R,,
0200DBR,Nduberi Factory,-1.140917,36.805701,kiambu_road,120,Ndumberi Factory,
0211DBR,Ndumberi,-1.151550,36.805526,kiambu_road,120 121,,
0803NDT,Ndumbuini Terminus,-1.256940,36.723700,,30,,Ndumbuini
0701NDW,Ndwaru,-1.279007,36.735903,,3U 103,,Raila Estate
0201NEH,Neighbours,-1.226942,36.871015,,53,,
0401NBP,Neighbours Buruburu Phase 1,-1.277615,36.875755,,26 26S 23KS,Neighbours Phase 1,
0501NEK,Nema/Mavuno,-1.320611,36.837315,,12C 12D,,Mash Bus services
0700NPS,Nembu Primary School,-1.281202,36.720097,,2 102,,Waithaka
0800NKE,New Kitisuru Estate,-1.235760,36.749480,,119,New Kitisuru Estate/Total,Kirawa Close
0300NGE,New Ngara Estate,-1.279750,36.831313,,3N,,Narokline
0711NEW,Newa Estate,-1.308006,36.799441,,33NG,,Ngumo Stage
0211NGR,Ngara,-1.274601,36.824122,kiambu_road thika_road,6 25 3N 49 11C 145 237 25A 44G 44Z 45K 46B 100A 29/30,Ngara Bus Terminals,Ngara
0800NGR,Ngara Flyover Bottom,-1.277281,36.821147,,118 119 11B 119A,,Globe
0200GPS,Ngemwa Police Post,-1.121695,36.818793,kiambu_road,120,Police Post,
0713NBT,Ngong Bus Terminus,-1.360429,36.656037,,111 126N,Ngong Town,Country Club
0701NGR,Ngong Resort,-1.380401,36.676708,,126N,,Kona Stage 46
0700PTR,Ngong/Petroh,-1.363019,36.656141,,126N,Petro/Mwisho,Country Club
0213NGB,Ngumba Terminal,-1.233753,36.884501,thika_road,43,,Ngumba Bus Terminal
0700NHF,Nhif,-1.294490,36.812269,,2 8 24 4W 56 102 111 24C 33NG,,KCB/Equity
0501NIB,Nibs/Ongata Rongai,-1.391825,36.765940,,125 126,,
0501NNL,Nice N Lovely,-1.354464,36.906630,,110 110ATH,Reliance,Nairobi Terminus
0101NRE,Nish Raaj Estate,-1.258620,36.814840,,11A,Nish Raaj Estate/Kusi Lane,
0200JIN,Njino,-1.100941,36.797296,kiambu_road,120,,
0411NJR,Njiru,-1.250485,36.940001,,20 3738 38/39,,
0800NJG,Njuguna'S,-1.258870,36.780390,,115 135 114W,,ABC
0501NKO,Nkoroi White House,-1.404555,36.717500,,126 126RK,White House,
0401N10,No 10,-1.293061,36.867141,,10 26,Number 10,
0501NPC,Npc Karen,-1.341765,36.759372,,24 24C 24BK,,
0700NPC,Npc Ngong,-1.368541,36.658177,,126N,,
0701NPC,Npc Woodley,-1.303784,36.775032,,5,,Jamhuri Estate
0311TEN,Number 10,-1.262975,36.863945,,14 28 41 18C 32D 46B 46H 16/62 17Aky,,Kwa Chief Stage
0701NSC,Nursing Council,-1.301691,36.790328,,8 32A,Peak Academy,Prestige Plaza
0401NYV,Nyama Villa,-1.276140,36.908850,,17A 1960 17Aky 1961K 19Cdc 19Cjk 1961Kd,,Masimba
0400NYD,Nyando,-1.277360,36.915890,,20 17A 18C 1960 16/62 17Aky 1961K 1961Kd,,Nyando
0101NYR,Nyari,-1.226487,36.795583,,108,,Rosslyn Valley
0101NYG,Nyari Gate 2,-1.225544,36.791386,,108,,
0101NGG,Nyari Gate 3,-1.225371,36.785596,,108,,
0101NYP,Nyari Police,-1.225594,36.787764,,108,,
0500NYT,Nyati,-1.420839,36.702737,,126 126RK,,
0201NYT,Nyati,-1.220956,36.873096,,53,,
0501NYY,Nyayo,-1.305844,36.827054,,15 16 110 125 126 12C 12D 14A 14B 33B 33TP 33FED 33IMR 33MKR 33UTW 110ATH,Nyayo Stadium/Nairobi West Stage,
0510NYS,Nyayo Stadium,-1.305411,36.824418,,15 16 125 126 14A 14B,,
0500NTU,Nyotu,-1.397259,36.756804,,125 126,Ongata Police Station/Nyotu,
0211NYS,Nys Stage,-1.256155,36.855219,thika_road,25 43 49 145 17B 237 25A 44G 44Z 45G 45K 29/30,Survey,Moffa Stage
0701NYI,Nyumbani,-1.312580,36.699218,,1,Nyumbani Diagnostic Lab,
0801OMH,Oasis Mission Hospital,-1.232490,36.737670,,119,,
0111OLB,Oilibya,-1.264690,36.824320,,106 107 116 11A 11F 114R,,OiLibya/2nd Parklands Avenue
0200OKB,Old Kiambu,-1.173340,36.827050,kiambu_road,100,,Kiambu Bus Stage
0800OKC,Ole Kejuodo Road/Corner Primary School,-1.275885,36.788924,,48B 48O,Ole Kejuodo/Kandara Road Junction,
0701RMN,Ole Roimen,-1.405869,36.688167,,126N,Roimen,Oloosurutia Bus Stop
0300OLE,Ole Suyean Guest Hs,-1.257796,36.911965,,18C 3738 16/62,,Step 1
0400OOJ,Olomboni Junction,-1.277800,36.892500,,17A 17Aky 35/60 3560_2,,
0701OLY,Olympic Primary School,-1.311680,36.778158,,8 32A,Olympic Primary School Stage,Olympic Stage
0401ONT,Onyatta,-1.242568,36.989322,,145B,,
0600OTH,Othaya,-1.290063,36.772991,,56 46K 48B 48O,Othaya Road | Othaya Road Stage,Valley Arcade Bus Stop
0511OTD,Otiende,-1.323390,36.779920,,15 34L,,
0601OLM,Our Lady Of Mercy,-1.311644,36.833907,,33SB,,Mash Bus services
0401MWS,Outer Mwisho,-1.271684,36.879309,,26 36 26S 23KS,SOS | Sos,Kariobangi South
0511PNR,Panari,-1.329531,36.855793,,110 33B 33TP 33FED 33IMR 33MKR 33UTW 110ATH,,
0310PGG,Pangani Gals,-1.270169,36.837382,,6 14 11C 32D 46B 46H 16/62,Pangani Girls,Mathare Bus Stop
0311PGP,Pangani Police Post,-1.270257,36.835758,kiambu_road,6 100 11C 46B,Pangani Post | Starehe Divisional Police Station,Mathare Bus Stop
0303PGT,Pangani Terminal,-1.265068,36.838571,,11C,,Mathare Bus Stop
0511PST,Park Side Towers,-1.324879,36.847687,,110 33B 33TP 33FED 33IMR 33MKR 33UTW 110ATH,,Dreamline Bus services
0800WPB,Parklands Baptist/Westlands,-1.265669,36.800808,,48C,Westlands/Parklands Baptist,Westlands Bus Stop
0801PSC,Parklands Sports Club,-1.269615,36.812425,,118 119 11B 119A,,Nairobi
0501PVW,Parkview/Winners,-1.320817,36.849409,,11_2,Winners,Dreamline Bus services
0413PSB,Passenger Boarding,-1.329602,36.924790,,34J,,
0401PD1,Passenger Drop Off 1,-1.330685,36.924092,,34J,,
0211WTH,Past Mang'U,-1.068262,37.050516,thika_road,237,Witeithie,Witethie
0400PTC,Patco,-1.308593,36.864654,,70/71,,
0700PWA,Pathway,-1.305832,36.742077,,24 111 24C,,Racecourse Bus Stage
0410PCE,Pcea,-1.271410,36.912450,,1960 19Cjk,,Kanisani
0500PCA,Pcea Junction,-1.330630,36.780500,,15,,
0700PCS,Pcea Kwa Kanisa,-1.356696,36.657016,,111,,Country Club
0710PMP,Pcea Milimani Presbytary,-1.328510,36.682712,,111,Shade Hotel,Bus station
0401PCK,Peacock,-1.278310,36.890340,,17A 17Aky 35/60 3560_2,,
0711PFE,Pefa King'Eero,-1.224241,36.706924,,103 129,,Pefa King'eero
0100PEF,Pefa/All Nations/Muchatha,-1.197129,36.782933,,106 116,Redeemed/Pefa Muchatha,Pefa/All Nations/Muchatha
0801PPC,Peponi Court,-1.285899,36.782360,,48B,,Elgeyo
0801PSE,Peponi House,-1.243697,36.760810,,118,Peponi House Preparatory,
0801PPN,Peponi Road,-1.259150,36.801770,,118 119 119A,Peponi Road Junction/Sarit | Sarit,Peponi Road
0701PMS,Perminus,-1.351343,36.658962,,111,,Elpaso
0501SYC,Petma/Mlolongo Chini,-1.396349,36.941417,,110 110ATH,Solomon,Mlolongo
0201PTR,Petro Ststin,-1.050380,37.057783,thika_road,237,,Njomoko
0400PSM,Phase 1 Monument,-1.274204,36.877514,,26 26S 23KS,,
0401P3B,Phase 3B,-1.268758,36.906726,,19Cdc 19Cjk,,Kanisani
0411PFS,Phase 4 Stage,-1.289460,36.882040,,36 58,,Umoja/ Mutindwa
0411PFJ,Phase 4 Ya Juu,-1.292520,36.882460,,36 58,,Umoja/ Mutindwa
0401PS4,Phase 4/Car Wash,-1.268370,36.905710,,19Cdc 19Cjk,,Kwa maji
0411PH5,Phase 5,-1.291850,36.900560,,34B 1961K 19Cjk 1961Kd,,
0410PH8,Phase 8,-1.288710,36.903420,,34B 1961K 19Cjk 1961Kd,,
0401P1M,Phase1  Market,-1.262430,36.910300,,19C2 19Cdc 19Cjk,,Step 1
0800PCR,Pine Crib Apartments,-1.240220,36.665730,,105 129,Starehe Maize,Kikuyu Bus Station
0400PIO,Pioneer Estate,-1.267833,36.880376,,26 26S,,Kwa Mbao Stage
0401PPL,Pipeline,-1.317528,36.896065,,33C 34J 33DC 33DP 33TP 33FED,,Fedha Matatu Stage
0500PLC,Places,-1.396056,36.740775,,126 126RK,,
0511PLV,Plains View Primary,-1.315158,36.838304,,11,,Mash Bus services
0500PVE,Plainsview Education Point,-1.319592,36.841317,,11 11_2,Sana Sana,Dreamline Bus services
0500PLV,Plainsview Phase 5,-1.318531,36.845042,,11 11_2,,Dreamline Bus services
0110PMT,Pm Flats,-1.203750,36.772570,,107 114R,Pm Flats/ Runda View | Pm Flats/ Runda View 2,
0112POL,Poland Embassy,-1.234835,36.803782,,106 107 108 116 11F 114R,Redhill Road | Redhill Road Junction,Redhill Road/Polish Embassy
0201PPS,Police Post,-1.219857,36.894257,thika_road,49 17B,Regional,Roysambu
0210PPS,Police Post,-1.219433,36.903631,thika_road,49 17B 17B_2,Seasons,Kwa DO
0400PST,Post,-1.281050,36.913740,,20 17A 1960 17Aky,Soweto,Soweto
0701PSA,Posta,-1.300362,36.774018,,2 5 24 4W 102 111 24C,Posta Stage | Posta/Ole Odume Road,Ndemi bus stop
0411PST,Posta,-1.295280,36.856780,,10 36 58 33C 34B 34J 04SK 1960 33DP 33TP 1961K 19Cdc 19Cjk 33FED 33GTB 35/60 38/39,,Church army
0301PST,Posta,-1.276317,36.826705,,3N,,Ngara
0503PEV,Posta Embakasi Village,-1.308323,36.911462,,33FED,,
0101POW,Power,-1.217477,36.778214,,108,,
0801PMB,Prime Bank,-1.271048,36.801651,,48A 48B 48C 48O,Prime Bank Stage,Chiromo Bus Stage
0400PMR,Prime Rose,-1.276350,36.916760,,20 17A 18C 1960 16/62 17Aky 1961K 1961Kd,Rasta | Raster,Nyando
0401PSN,Prison,-1.300879,36.837576,,69,,
0211PRS,Prison,-1.151880,36.929416,,107D 145D,Ruiru Prisons,
0213PGG,Proggie,-1.209074,36.928213,,45P,,
0210PMH,Pumwani Hos,-1.279972,36.846210,,28 41,,
0210PMS,Pumwani Stage,-1.284349,36.843160,,28 41,,
0500QRL,Quarry Lane,-1.354529,36.717501,,24C,,
0403QKM,Quickmart,-1.271193,36.996888,,3738 38/39,,Ruai
0700RAC,Racecourse,-1.306525,36.738683,,24 111 24C,,Racecourse Bus Stage
0501RTI,Railway Training Institute,-1.313674,36.842114,,11_2,,Mash Bus services
0512RLW,Railways,-1.290352,36.828268,,2 8 4W 56 102 111 125 126,,Railway Stage
0400RPY,Raiply,-1.307445,36.873329,,70/71,,
0800RRD,Ramisi Road,-1.285672,36.762897,,48K,,Legomaria
0400RST,Raster,-1.275370,36.917430,,20 17A 18C 16/62 17Aky 1961K 1961Kd,,Sabasaba
0300RND,Raunda,-1.262478,36.878913,,26 41 42 17A 18C 26S 32D 46B 2030 3738 16/62 17Aky,Rounda | Rounder | Terminal Tusker | Tounder Terminal,Kwa Mbao Stage
0700RCR,Red Cross,-1.279765,36.689714,,102,,Dagoretti Market
0101RED,Red Hill,-1.170810,36.708554,,114R,,
0501RCK,Redcross/Kipi,-1.322266,36.833311,,12C,,Mash Bus services
0101REN,Redeemed Ndenderu,-1.192380,36.745040,,107 114R,,
0801RGN,Regen Filling Station,-1.246530,36.680240,,103 105,,White House/Regen
0201RGC,Regional Centre,-1.220720,36.892773,thika_road,49 17B,,TRM
0700REL,Relic House,-1.297839,36.753706,,4W,Suma House,Tankard
0610RMX,Remax Shopping Village,-1.293373,36.792853,,5 56 46Y,,Bus Stop
0701RHP,Rhino/Rhinopark Road,-1.301905,36.684969,,1,Rhinopark Road/Rhino/Resurrection Gardens,
0801RHY,Rhythm College,-1.238770,36.728965,,118,,Gacio
0700RIR,Riara,-1.295857,36.755917,,2 3U 102 103,,Tankard
0101DGG,Ridgesways Girls,-1.215046,36.864683,,107D,,
0201RDS,Ridgeway Springs,-1.229240,36.840250,kiambu_road,100 120 121 100A,,
0411RIK,Rikana,-1.293424,36.852130,,6E,,Church army
0501RIM,Rimpa,-1.418404,36.708186,,126 126RK,,
0811RRN,Rironi,-1.154499,36.638699,,115 135 114W,,
0701RSF,Riverside Flats,-1.277609,36.735855,,3U 103,,Raila Estate
0800RLN,Riverside Lane,-1.269707,36.794005,,48A,Riverside Lane/Montessori,
0201RZA,Riziki Academy,-1.280670,36.838466,,7,,Narokline
0401ROA,Road A,-1.318074,36.863021,,69,,
0201RST,Roasters,-1.233597,36.872552,,53,,
0201ROC,Rock City,-1.238200,36.843980,kiambu_road,100 120 121 100A,,
0401ROK,Rocks,-1.272850,36.911150,,17A 1960 17Aky 19Cdc 19Cjk,,Kwa D.O
0402CMK,Ronald Ngala/Tuskys,-1.285901,36.827633,,46H 19Cdc,Terminal Tusker,ROG SACCO
0500RNG,Rongai,-1.395231,36.763465,,125 126,Tumaini/Ongata Rongai | Uchumi/Masai Mall/Ongata Rongai,
0701ROS,Rose Of Sharon,-1.301224,36.792779,,8 32A,,Prestige Plaza
0101RSH,Roslyn Heights,-1.223669,36.782832,,108,Sda Church,
0101ROR,Rosslyn Road,-1.217210,36.800430,,106 107 116 11F 114R,Rosslyn Road/Karura Community Chapel,Rosslyn Road/Riviera
0210RSB,Rosyabu,-1.220318,36.891129,thika_road,49 145 17B 237 45G 45K,Roysabu,Roysambu
0101NRP,Round A Bout Eastern Bypass,-1.155165,36.926129,,107D 145D,Roundabout,Membley bus stop
0411RND,Rounda,-1.264240,36.908340,,18C 19C2 16/62 19Cdc 19Cjk,Rounder,Kanisani
0403RDA,Rounda,-1.322971,36.899447,,33B 33C 33H 33J 34J 33DC 33DP 33TP 33FED 33UTW,Rounda/Taj | Roundabout | Taj Mall Roundabout,Taj Mall
0201RYS,Roysabu,-1.218631,36.890574,thika_road,145 237 44G 44K 44Z 45G 45K,Roysambu Terminus,Roysambu
0212RSY,Roysambu Terminus,-1.217073,36.896534,,17B_2,,Equity
0101RCC,Ruaka Catholic Church,-1.206200,36.780550,,107 114R,Ruaka Catholic Church Entrance | Slaughter,Bypass
0101RDC,Ruaka Dc,-1.206500,36.781710,,107 114R,Ruaka Redeemed Gospel Church,Bypass
0201RUK,Ruaraka,-1.214531,36.876177,,53,,
0213MRY,Ruiru,-1.147565,36.959228,thika_road,145 107D 145B 145D,,Ruiru stage
0101RMY,Rumenya,-1.199610,36.757940,,107 114R,,
0500RRN,Rumi Road/Ngara Sports Club,-1.316231,36.827854,,12C 12D,,
0101REE,Runda Estate Entrance,-1.218600,36.801680,,106 107 116 11F 114R,,Runda Estate Entrance
0201RND,Runda Junction,-1.221810,36.836100,kiambu_road,100 120 121 100A,,
0101RUD,Runda Road,-1.215523,36.815038,,107D,,
0811RNG,Rungiri,-1.242850,36.677020,,103 105 115 135 114W,,Rungiri
0501SBK,Sabaki,-1.420016,36.954022,,110 110ATH,,
0400SBA,Sabasaba,-1.273060,36.918220,,20 17A 18C 1960 16/62 17Aky 1961K 1961Kd,,Sabasaba
0101SHT,Sacred Heart,-1.186283,36.767421,,106 116,,Sacred Heart
0411SKA,Saika,-1.258552,36.916400,,3738 38/39,,Kayole 1
0511SMR,Sameer,-1.330708,36.863853,,110 33B 33TP 33FED 33IMR 33MKR 33UTW 110ATH,,
0400SNG,Sango,-1.286530,36.894450,,35/60,,
0700STK,Santack Estate,-1.302958,36.750277,,24 111,,Santack stage
0800SRT,Sarit Center,-1.260787,36.802791,,118 119 119A,,Westlands/Ngara/Town Stage
0401SVN,Savanna,-1.297100,36.894410,,34B 1961K 19Cjk 1961Kd,Tumaini,
0211SSN,Seasons,-1.218672,36.902619,thika_road,49 17B 17B_2,Tides,Kwa DO
0401S3B,Sector 3B,-1.265130,36.907690,,19C2 19Cdc 19Cjk,,Kanisani
0510SBR,Sembe Road,-1.368350,36.767615,,125 126,,
0500SNR,Senior,-1.437106,36.966675,,110,,Namanga Junction
0311SEN,Senior,-1.260132,36.890638,,36 41 42 18C 32D 3738 16/62,,SENIOURS STAGE
0611SRN,Serena,-1.288756,36.813043,,5 56 7C 24C 32A 46K 46Y,,East Africa Shuttles and Safaris
0210SEW,Sewage,-1.098769,37.024440,thika_road,237,Sewage Stage,High point
0701SHT,Shade Hotel,-1.328036,36.684113,,111,,Bus station
0501SHM,Shalom,-1.435689,36.966667,,110,,Namanga Junction
0211SHP,Shark'S Palace,-1.240600,36.844220,kiambu_road,100 120 121 100A,,
0500SAT,Shee Ambaji Temple,-1.315905,36.826178,,12C 12D,,
0510SHL,Shell,-1.447511,36.968263,,110,Shell/Kenol,Athi River (MGR)
0710SEL,Shell,-1.280461,36.690578,,2 102,Shell Dagoretti Police Station | Shell/Dagoretti Police Station,Dagoretti Market
0401SHL,Shell,-1.314588,36.858637,,69,,
0200SHL,Shell,-1.235088,36.873169,thika_road,43,,
0700SHW,Shell/Hobwogi/Motton West Road,-1.316487,36.718119,,24 111,,Kabuagi
0501TML,Shell/T-Mall,-1.311067,36.817232,,15 16 24 125 126 14B 33SB,T-Mall,
0401SLT,Shimo La Tewa,-1.303610,36.829010,,405,,
0800SHK,Shirika House,-1.273255,36.816427,,118 119 11B 119A,,Stima Plaza
0700SGR,Showground,-1.301694,36.753688,,24 111 24C,Showground/Fastenergy,Kimbo Stage Bus Stop
0811SIG,Sigona,-1.223703,36.663543,,115 135 114W,Sigona Golf,
0201SKL,Sikiliza,-1.187897,36.895412,thika_road,44G 44K,,
0401SNI,Sinai,-1.306552,36.878740,,70/71,,
0810SIT,Site,-1.180555,36.644643,,115 135 114W,,Muguga
0510SKY,Skyline,-1.284278,36.972475,,33J 33UTW,,Fagilia Stage
0101SLT,Slaughter,-1.205230,36.777540,,107 114R,,Bypass
0801SDM,Sodom,-1.264250,36.754260,,30 105 115 135 114W 23KG,,Sodom
0311SOK,Soko,-1.262113,36.881741,,41 42 18C 32D 3738 16/62,,Kwa Mbao Stage
0510SKN,Sokoni,-1.448606,36.980339,,110AK 110ATH,Sokoni/Pauline,Athi River (MGR)
0611SOK,Sokoni,-1.286301,36.745661,,46K,,Kawangware Sokoni
0500SLN,Solomon,-1.398712,36.942261,,110 110ATH,,Mlolongo
0400SOS,Sosiani,-1.281380,36.905430,,1960 1961K 19Cjk 1961Kd,,Masimba
0501SBD,South B Dispensary,-1.316795,36.842860,,11_2,,Dreamline Bus services
0500WAT,South C Turnoff/Water,-1.315526,36.824171,,12C 12D,,
0500SFA,Southern First Assemblies Of God,-1.313530,36.823518,,12C 12D,,
0500SLE,Southland Estate,-1.323070,36.786830,,15 34L,Southlands,
0400SWT,Soweto,-1.281440,36.914760,,20 17A 17Aky,,Soweto
0801SVP,Spring Valley Police Station,-1.250230,36.784930,,118 119,,Loresho
0810SVI,Spring Valley Shopping Centre,-1.248083,36.797256,,119A,Spring Valley Shopping Centre/Oilibya,Kabete Lane/Total Spring Valley/ Bypass
0811SVL,Spring Valley Stage/Intel College,-1.251430,36.786990,,118 119,,Kabete Lane/Total Spring Valley/ Bypass
0111SPU,Spu Limuru,-1.148257,36.666204,,114R,,
0200FRS,St Francis,-1.226196,36.916057,thika_road,49 17B 17B_2,,Hunters
0201RET,St Margret,-1.207715,36.924788,,45P,,Githurai
0301SNT,St Teresa,-1.266468,36.847688,,6 14 18C 32D 46B 46H 16/62 17Aky,St.Teresa,Mkokoteni
0100STJ,St. Annes (Kwa Daraja),-1.194370,36.735060,,107,,Rt 107 Bus Stop
0100STN,St. Annesud,-1.194520,36.738340,,107,St.Annes,Rt 107 Bus Stop
0801STM,St. Marks,-1.261320,36.797490,,30 105 115 135 48K 114W 23KG,St. Marks Church,Peponi Road
0801STU,St.Austin'S,-1.275686,36.771938,,48A 48K,,
0801STC,St.Catherine,-1.234171,36.775423,,119A,,
0710SHO,St.Hannah'S School,-1.302533,36.691254,,1,St.Hannahs School,
0700SJK,St.Joseph'S Kabete,-1.265614,36.721817,,3U 103,,ILRI Bus Stop
0801SNT,St.Mary'S School,-1.268121,36.775004,,48K,St.Mary'School,James Gichuru/Agriculture
0513HOS,St.Marys Hospital,-1.321754,36.774397,,15 34L,Terminal,
0501PET,St.Peters,-1.327623,36.785141,,15 34L,St.Peters Methodist,
0602STP,St.Peters Clavers Primary School/Salvation Army/Otc,-1.287135,36.830235,,33NG,,ENA Coach
0501SVK,St.Veronica Ack,-1.312392,36.842398,,11_2,,Mash Bus services
0211STD,Stadium,-1.224904,36.885542,thika_road,49 145 17B 237 44G 44Z 45G 45K,,Route 44/45
0210STD,Stadium,-1.221149,36.890238,thika_road,49 145 17B 237 44G 44Z 45G 45K,,Roysambu
0300FTY,Stage 41,-1.249049,36.901230,,36 41 42 32D,,
0401STG,Stage Mpya,-1.312419,36.892929,,33C 34J 33DC 33DP 33TP 33FED 33GTB,,Fedha Matatu Stage
0500SYC,Stage Ya Chini,-1.394802,36.940013,,110 110ATH,,Mlolongo
0500SYJ,Stage Ya Juu,-1.391432,36.937822,,110 110ATH,Tops/Stage Ya Juu,Mlolongo
0501SDG,Standard Group,-1.330994,36.859842,,110 33B 33TP 33FED 33IMR 33MKR 33UTW 110ATH,,
0501STS,Starsheik,-1.456219,36.979792,,110AK 110ATH,Starsheik Academy,Athi River (MGR)
0201STM,Steam,-1.222930,36.872273,,53,,
0500STM,Steel Markers,-1.337803,36.894404,,110 110ATH,Tuffsteel,Cabanas Bus Stop
0400STL,Stella,-1.289596,36.885163,,04SK 19C2 19Cdc 35/60 38/39 3560_2,,Umoja/ Mutindwa
0101STP,Stima Plaza,-1.270430,36.820480,,106 107 116 11A 11F 114R,Stima Plaza Stage,Stima Plaza
0211STM,Stimmer Corner,-1.223906,36.908177,thika_road,49 17B 17B_2,,Kwa DO
0811STR,Strathmore School,-1.271307,36.775231,,48A 48K,Strathmore School/Mbabane Road,
0500STR,Strathmore University/Siwaka,-1.308740,36.812510,,14A,Strathmore/Siwaka,Kenyatta National Hospital Bus Stop
0101CHF,Sub Chief,-1.219799,36.778197,,108,,
0801SGS,Sugar Board/Shell,-1.264540,36.741970,,30 105,Sugarboard,Mountain View
0711SGO,Sugoini,-1.290401,36.745675,,2 3U 102 103,,Coast Stage
0500SMI,Sulami,-1.457730,36.978475,,110AK 110ATH,Sulami/Nyambura,
0701SMR,Summer-Rock,-1.270700,36.728392,,3U 103,,ILRI Bus Stop
0201SUN,Sunton,-1.228819,36.919796,thika_road,49 17B 17B_2,Suntos,Hunters
0711SUN,Sunview Estate,-1.306038,36.801389,,33NG,,Kenyatta Market Flyover
0401SPL,Supa Loaf,-1.269006,36.901947,,04SK 19C2 38/39,,Kwa maji
0201SPH,Super High Way,-1.164449,36.955839,,145D,,Membley/ Gitambaya
0400SPE,Super Highway,-1.165114,36.958521,,145B,Super Higway,Membley/ Gitambaya
0210SMB,Supermambo,-1.270240,36.832700,kiambu_road,100 120,,
0511SYK,Syokimau,-1.379047,36.927758,,110 110ATH,,
0500SKR,Syokimau Railway Station,-1.359653,36.907814,,110 110ATH,,
0501TAM,Tamambo,-1.345196,36.714403,,24,,
0511TAN,Tangaza College,-1.348801,36.748751,,24 24C,,Tangaza University
0700TRD,Tankard,-1.300614,36.756625,,24 111 24C,Tankard/Shallow,Tankard
0400TSA,Tassia,-1.310417,36.891554,,33C 34J 33DC 33DP 33TP 33FED 33GTB,Tumaini,Tassia Matatu Stage
0700TBK,Tea Board/Dagoretti Corner,-1.298052,36.757968,,2 3U 4W 102 103,,Tankard
0411TEN,Tena,-1.293000,36.889790,,1960,,
0212KRT,Terminal Otc,-1.284054,36.831179,,14,,Naivasha bus stop
0401TPK,Tetrapark,-1.313706,36.855886,,69,,
0311THY,Thayo,-1.262340,36.865956,,14 28 41 18C 32D 46B 46H 16/62 17Aky,,Kwa Chief Stage
0700TLF,The Legend/Kwa Farasi,-1.321118,36.710461,,24 111,,Karen Bus Stop
0511IFC,The Office,-1.309533,36.828803,,110 12C 12D 33B 33TP 33FED 33IMR 33MKR 33UTW 110ATH,,
0800TGR,Thigiri Ridge,-1.243299,36.792342,,119A,Thigiri Ridge/Kitisuru Road,
0213TKD,Thika Town,-1.035427,37.076427,thika_road,237,,Munyu Bus Station
0211TND,Thindigwa,-1.200300,36.835010,kiambu_road,100 120 121 100A,,
0101TIG,Tigoni,-1.126739,36.671944,,116,,
0211TGA,Ting'ang'a,-1.128688,36.811402,kiambu_road,120,,
0701TGA,Togo Apartments,-1.304884,36.774581,,5,,Jamhuri Estate
0501TLL,Toll,-1.426369,36.958794,,110 110ATH,,
0411TMH,Tom Mboya Hall,-1.296610,36.878320,,33C 34B 34J 04SK 1960 33DP 33TP 1961K 19Cdc 19Cjk 33FED 33GTB 35/60 38/39,,
0311TON,Tononoka,-1.257539,36.902470,,18C 3738 16/62,,
0211TRT,Torrents,-1.160659,36.943904,,145D,,
0201TRT,Torrents,-1.158939,36.938575,,145D,,
