sacco,permit_no,via_raw,via_points
city star shuttle limited,NTR-00202101251031330,"Kangundo, Malaa Ruai Juja Ruiru Thika Kenyatta university Juja rdTom mboya Kencom Ambassador Bus station Gikomba Jogoo rd Buruburu Outering rd Umoja Kangundo rdUtawala JKIA Mombasa SGR Syokimau Athi river Kitengela, Isinya",kangundo|malaa ruai juja ruiru thika kenyatta university juja rdtom mboya kencom ambassador bus station gikomba jogoo rd buruburu outering rd umoja kangundo rdutawala jkia mombasa sgr syokimau athi river kitengela|isinya
city star shuttle limited,NTR-00592,"kikuyu, kawangware,yaya,arkwings kodhek,yaya,ambassadour,jkia,utawala, joska",kikuyu|kawangware|yaya|arkwings kodhek|yaya|ambassadour|jkia|utawala|joska
city star shuttle limited,NTR-00591,"juja, ruiru,thika rd,tom mboya,bus station,buruburu,ruai,kangundo rd,joska, malaa",juja|ruiru|thika rd|tom mboya|bus station|buruburu|ruai|kangundo rd|joska|malaa
city star shuttle limited,NTR-00596,"kikuyu, kawangware,ngong rd,yaya,icea,ambassadour,bus station,umoja,jkia, joska",kikuyu|kawangware|ngong rd|yaya|icea|ambassadour|bus station|umoja|jkia|joska
city star shuttle limited,ADR-DB3TQ92,"Isinya, Kitengela Athi river Syokimau SGR Mombasa rd JKIA Utawala Ruai Malaa Kantafu Kangundo rd Umoja Outering rd Juja rd Buruburu Jogoo rd South B Bus station Ambassador Kencom KNH Langata rd Ongata Rongai Kiserian Ngong Karen Hardy Kawangware Kikuyu, Waiyaki way",isinya|kitengela athi river syokimau sgr mombasa rd jkia utawala ruai malaa kantafu kangundo rd umoja outering rd juja rd buruburu jogoo rd south b bus station ambassador kencom knh langata rd ongata rongai kiserian ngong karen hardy kawangware kikuyu|waiyaki way
city star shuttle limited,ADR-3ZQSO8Q,"Kantafu, Malaa Ruai Juja Ruiru Thika rd Kenyatta university Juja rdTom mboya Kencom Ambassador Bus station Jogoo rd Buruburu Outering rd Umoja Kangundo rdUtawala JKIA Mombasa SGR Syokimau Athi river Kitengela, Isinya",kantafu|malaa ruai juja ruiru thika rd kenyatta university juja rdtom mboya kencom ambassador bus station jogoo rd buruburu outering rd umoja kangundo rdutawala jkia mombasa sgr syokimau athi river kitengela|isinya
city star shuttle limited,ADR-JY7SED8,"Isinya, Kitengela Athi river Syokimau SGR Mombasa rd JKIA Utawala Ruai Malaa Kantafu Kangundo rd Umoja Outering rd Juja rd Buruburu Jogoo rd South B Bus station Ambassador Kencom KNH Langata rd Ongata Rongai Kiserian Ngong Karen Hardy Kawangware Kikuyu Waiyaki way, Thika",isinya|kitengela athi river syokimau sgr mombasa rd jkia utawala ruai malaa kantafu kangundo rd umoja outering rd juja rd buruburu jogoo rd south b bus station ambassador kencom knh langata rd ongata rongai kiserian ngong karen hardy kawangware kikuyu waiyaki way|thika
city star shuttle limited,ADR-POKS78J,"kikuyu, kawangware,yaya,arkwings kodhek,yaya,ambassadour,jkia,utawala , joska",kikuyu|kawangware|yaya|arkwings kodhek|yaya|ambassadour|jkia|utawala|joska
city star shuttle limited,ADR-VYASZ6M,"kikuyu, waiyaki way, ambassadeur, tom mboya, bus station, jogoo road, umoja, jkia, utawala, kangundo road, joska",kikuyu|waiyaki way|ambassadeur|tom mboya|bus station|jogoo road|umoja|jkia|utawala|kangundo road|joska
city star shuttle limited,ADR-Q5LCBRQ,"kikuyu, kawangware, ngong road, yaya, knh , ambassadour, bus station, jogoo road, jkia, utawala, mombasa road, athi river, kitengela, kajiado",kikuyu|kawangware|ngong road|yaya|knh|ambassadour|bus station|jogoo road|jkia|utawala|mombasa road|athi river|kitengela|kajiado
city star shuttle limited,ADR-EPJSQDR,"kikuyu, waiyaki way, ambassadeur, tom mboya, bus station, jogoo road, umoja, jkia, utawala, kangundo road, joska",kikuyu|waiyaki way|ambassadeur|tom mboya|bus station|jogoo road|umoja|jkia|utawala|kangundo road|joska
city star shuttle limited,ADR-2DVS2WZ,"kitengela, athi river,jkia,mombasa road, ambassador, kencom,juja,outering road, jkia, kitengela",kitengela|athi river|jkia|mombasa road|ambassador|kencom|juja|outering road|jkia|kitengela
city star shuttle limited,ADR-K9BFLJ6,"umoja, jkia,sgr terminus nairobi, kencom, knh, kawangware, kikuyu, ambassadour, bus station",umoja|jkia|sgr terminus nairobi|kencom|knh|kawangware|kikuyu|ambassadour|bus station
city star shuttle limited,ADR-7WRSVBZ,"kiserian, ngong, yaya, icea, ambassadour, railways, bus station, south b, jkia",kiserian|ngong|yaya|icea|ambassadour|railways|bus station|south b|jkia
city star shuttle limited,ADR-BQ9S5AZ,"kiserian, jkia,ngong, yaya, icea, ambassadour, railways, bus station, south b",kiserian|jkia|ngong|yaya|icea|ambassadour|railways|bus station|south b
city star shuttle limited,ADR-REOSR9R,"kikuyu, kawangware, yaya, argwings kodhek, yaya, ambassadour, jkia, utawala",kikuyu|kawangware|yaya|argwings kodhek|yaya|ambassadour|jkia|utawala
city star shuttle limited,ADR-MDMSQLO,"kikuyu, kawangware, ngong road, yaya, icea, ambassadour, bus station, jogoo road, kangudo road, ruai, joska, malaa",kikuyu|kawangware|ngong road|yaya|icea|ambassadour|bus station|jogoo road|kangudo road|ruai|joska|malaa
city star shuttle limited,ADR-YM3S6M9,"bus station, tom mboya, juja road, jogoo road, buruburu, outering road, umoja, kangundo road, kantafu market",bus station|tom mboya|juja road|jogoo road|buruburu|outering road|umoja|kangundo road|kantafu market
city star shuttle limited,ADR-8LMSELZ,"kikuyu, joska,waiyaki way, ambassadeur, tom mboya, bus station, jogoo road, umoja, jkia, utawala, kangundo road",kikuyu|joska|waiyaki way|ambassadeur|tom mboya|bus station|jogoo road|umoja|jkia|utawala|kangundo road
city star shuttle limited,ADR-ZZJSQ65,"kikuyu, kawangware, ngong road, yaya, icea, ambassadour, bus station, jogoo road, kangudo road, ruai, joska, maraa",kikuyu|kawangware|ngong road|yaya|icea|ambassadour|bus station|jogoo road|kangudo road|ruai|joska|maraa
city star shuttle limited,ADR-LZRSW8V,"kikuyu, kajiado,kawangware, ngong road, yaya, knh , ambassadour, bus station, jogoo road, jkia, utawala, mombasa road, athi river, kitengela",kikuyu|kajiado|kawangware|ngong road|yaya|knh|ambassadour|bus station|jogoo road|jkia|utawala|mombasa road|athi river|kitengela
city star shuttle limited,ADR-O68I25W,"juja, malaa,ruiru,thika rd,tom mboya,bus station,buruburu,ruai,kangundo rd, joska",juja|malaa|ruiru|thika rd|tom mboya|bus station|buruburu|ruai|kangundo rd|joska
city star shuttle limited,ADR-6DBS8MM,"kikuyu, waiyaki way, ambassadour, jkia, utawala",kikuyu|waiyaki way|ambassadour|jkia|utawala
city star shuttle limited,ADR-WZ9SVBB,"south b, uhuru,ambassadour,bus station,thika rd, kenyatta university",south b|uhuru|ambassadour|bus station|thika rd|kenyatta university
city star shuttle limited,ADR-537H2VZ,"kikuyu, utawala,kawangware, yaya, argwings kodhek, yaya, ambassadour, jkia",kikuyu|utawala|kawangware|yaya|argwings kodhek|yaya|ambassadour|jkia
CITY TRAM SHUTTLE LIMITED,ADR-2DVS5R9,"bus station, tom mboya, juja road, jogoo road, buruburu, outering road, umoja, kangundo road, kantafu market",bus station|tom mboya|juja road|jogoo road|buruburu|outering road|umoja|kangundo road|kantafu market
CITY TRAM SHUTTLE LIMITED,ADR-K9BFV62,"bus station, tala market,tom mboya, jogoo road, buruburu, outering road, umoja, innercore, kangundo road",bus station|tala market|tom mboya|jogoo road|buruburu|outering road|umoja|innercore|kangundo road
CITY TRAM SHUTTLE LIMITED,ADR-7WRSZ93,"bus station, jogoo road, buruburu, outering road, kangundo road, kantafu market",bus station|jogoo road|buruburu|outering road|kangundo road|kantafu market
CITY TRAM SHUTTLE LIMITED,ADR-BQ9S3QE,"bus station, kantafu market,tom mboya, jogoo road, buruburu, outering road, umoja, innercore, kangundo road",bus station|kantafu market|tom mboya|jogoo road|buruburu|outering road|umoja|innercore|kangundo road
CITY TRAM SHUTTLE LIMITED,ADR-REOSLZ9,"bus station, kantafu market,jogoo road, buruburu, outering road, umoja, kangundo road",bus station|kantafu market|jogoo road|buruburu|outering road|umoja|kangundo road
CITY TRAM SHUTTLE LIMITED,ADR-MDMSAA9,"bus station, tom mboya, jogoo road, buruburu, umoja, outering road, kangundo road, tala market",bus station|tom mboya|jogoo road|buruburu|umoja|outering road|kangundo road|tala market
CITY TRAM SHUTTLE LIMITED,ADR-YM3SEEZ,"bus station, tom mboya, jogoo road, buruburu, outering road, umoja, kangundo road, tala",bus station|tom mboya|jogoo road|buruburu|outering road|umoja|kangundo road|tala
CITY TRAM SHUTTLE LIMITED,ADR-8LMSVVQ,"bus station, tom mboya, jogoo road, buruburu, outering road, umoja, kangundo road, kantafu market",bus station|tom mboya|jogoo road|buruburu|outering road|umoja|kangundo road|kantafu market
COMPLIANT MOA,NTR-00495,"kiserian, ngong,karen,yaya,ambassdour,jogoo road, civil servant",kiserian|ngong|karen|yaya|ambassdour|jogoo road|civil servant
COMPLIANT MOA,NTR-00354,"mfangano, jogoo road,buruburu,civil servant,garage, eastleigh",mfangano|jogoo road|buruburu|civil servant|garage|eastleigh
COMPLIANT MOA,NTR-00355,"luthuli, general waruinge,garage,eastleigh, kimathi",luthuli|general waruinge|garage|eastleigh|kimathi
COMPLIANT MOA,ADR-Q5LCMYK,"mfangano, jogoo road,buruburu,civil servant,garage, eastleigh",mfangano|jogoo road|buruburu|civil servant|garage|eastleigh
COMPLIANT MOA,ADR-EPJSRA9,"ngong, yaya, kawangware, ambasdours, jogoo road, buruburu, civil servant",ngong|yaya|kawangware|ambasdours|jogoo road|buruburu|civil servant
COMPLIANT MOA,ADR-2DVSDZ7,"luthuli, kimathi,general waruinge,garage, eastleigh",luthuli|kimathi|general waruinge|garage|eastleigh
COMPLIANT MOA,ADR-K9BFZEP,"ngong, karen, yaya, ambassadours, jogoo road, buruburu, civil servant",ngong|karen|yaya|ambassadours|jogoo road|buruburu|civil servant
COMPLIANT MOA,ADR-7WRSO7D,"ngong, civil servant,karen, yaya, ambassadours, jogoo road, buruburu",ngong|civil servant|karen|yaya|ambassadours|jogoo road|buruburu
COMPLIANT MOA,ADR-BQ9SM7W,"mfangano, eastleigh,jogoo road,buruburu,civil servant, garage",mfangano|eastleigh|jogoo road|buruburu|civil servant|garage
COMPLIANT MOA,ADR-REOSY8J,"ngong, karen, yaya, kileleshwa, westlands, ambassador",ngong|karen|yaya|kileleshwa|westlands|ambassador
COMPLIANT MOA,ADR-MDMSEK6,"kiserian, civil servant,ngong,karen,yaya,ambassdour, jogoo road",kiserian|civil servant|ngong|karen|yaya|ambassdour|jogoo road
COMPLIANT MOA,ADR-YM3SJV8,"mfangano, civil servant,jogoo road, buruburu",mfangano|civil servant|jogoo road|buruburu
COSY TRAVEL LIMITED,NTR-0078,"odeon, westlands, kangemi",odeon|westlands|kangemi
COSY TRAVEL LIMITED,ADR-3ZQSAW5,"odeon, westlandsuthiru, kinoo",odeon|westlandsuthiru|kinoo
COSY TRAVEL LIMITED,ADR-JY7S3P6,"odeon, westlands, kangemi, uthiru, kinoo",odeon|westlands|kangemi|uthiru|kinoo
COSY TRAVEL LIMITED,ADR-POKSOJD,"odeon, westlandsuthiru, kinoo",odeon|westlandsuthiru|kinoo
COSY TRAVEL LIMITED,ADR-VYASL7Q,"odeon, kinoo, westlandsuthiru",odeon|kinoo|westlandsuthiru
COSY TRAVEL LIMITED,ADR-Q5LC6JA,"odeon, kangemi, westlands",odeon|kangemi|westlands
COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202011241151430,"Bus Station, Hazina Kangundo rd Ruai Kamulu Utawala Mombasa rd Mlolongo, Katani",bus station|hazina kangundo rd ruai kamulu utawala mombasa rd mlolongo|katani
COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202211011653270,"Bus Station, Jogoo Rd Industrial Area Buruburu Hazina Donholm Manyanja Rd Outering Rd Kangundo Rd Eastern Bypass Ruai Kamulu Utawala Mombasa Rd Mlolongo via Syokimau, Katani",bus station|jogoo rd industrial area buruburu hazina donholm manyanja rd outering rd kangundo rd eastern bypass ruai kamulu utawala mombasa rd mlolongo via syokimau|katani
COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-JY7S3W6,"Bus Station, Kangundo rd Ruai Kamulu Utawala, Katani",bus station|kangundo rd ruai kamulu utawala|katani
COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-POKSOVD,"Bus Station, Kangundo rd Ruai Kamulu Utawala, Katani",bus station|kangundo rd ruai kamulu utawala|katani
COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-VYASL5Q,"bus station, mombasa road, hazina, citycabanas, syokimau, katani, mlolongo",bus station|mombasa road|hazina|citycabanas|syokimau|katani|mlolongo
COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-Q5LC67A,"bus station, mombasa road, bunyala road, likoni road, balozi, diamond park",bus station|mombasa road|bunyala road|likoni road|balozi|diamond park
COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-EPJSYOD,"bus station, diamond park,mombasa road, bunyala road, likoni road, balozi",bus station|diamond park|mombasa road|bunyala road|likoni road|balozi
DABUMATO COMMUTER SERVICE SAVINGS & CREDIT CO-OPERATIVE SOCIETY LTD,NTR-0040,"dandora, buru buru, city stadium",dandora|buru buru|city stadium
DABUMATO COMMUTER SERVICE SAVINGS & CREDIT CO-OPERATIVE SOCIETY LTD,ADR-MDMSJLB,"city stadium, jogoo road,buru buru, dandora",city stadium|jogoo road|buru buru|dandora
DABUMATO COMMUTER SERVICE SAVINGS & CREDIT CO-OPERATIVE SOCIETY LTD,ADR-YM3SBMA,"city stadium, dandora,jogoo road, buru buru",city stadium|dandora|jogoo road|buru buru
DABUMATO COMMUTER SERVICE SAVINGS & CREDIT CO-OPERATIVE SOCIETY LTD,ADR-8LMSYLP,"dandora, city stadium, buruburu",dandora|city stadium|buruburu
DAKABO SACCO LIMITED,ADR-2DVS88Q,"dagoretti market, karen, bomas",dagoretti market|karen|bomas
DAKABO SACCO LIMITED,ADR-EPJSLLM,"bomas, karen, kabiria, dagoretti market",bomas|karen|kabiria|dagoretti market
DAKIKA MATATU OWNERS SACCO,NTR-00126,"railways, dagoreti, kikuyu",railways|dagoreti|kikuyu
DAKIKA MATATU OWNERS SACCO,NTR-00104,"railways, kikuyu, dagoretti",railways|kikuyu|dagoretti
DAKIKA MATATU OWNERS SACCO,ADR-MDMSA9B,"railways, dagoreti, kikuyu",railways|dagoreti|kikuyu
DAKIKA MATATU OWNERS SACCO,ADR-YM3SEWA,"railways, kikuyu, dagoreti",railways|kikuyu|dagoreti
DAKIKA MATATU OWNERS SACCO,ADR-8LMSVRP,"railways, ngong road, dagoretti, kikuyu",railways|ngong road|dagoretti|kikuyu
DAKIKA MATATU OWNERS SACCO,ADR-ZZJS236,"kikuyu, railways,kinoo, uthiru, westlands, ambassadours",kikuyu|railways|kinoo|uthiru|westlands|ambassadours
DAKIKA MATATU OWNERS SACCO,ADR-LZRS3A9,"railways, kawangware,kikuyu, dagoretti",railways|kawangware|kikuyu|dagoretti
DAKIKA MATATU OWNERS SACCO,ADR-O68ILAA,"railways, uthiru,kamangu, limuru",railways|uthiru|kamangu|limuru
DANDORA USAFIRI TRAVELLERS SACCO,NTR-00357,"dandora, kariobangi round about,alsolps,thika road, ronald ngara",dandora|kariobangi round about|alsolps|thika road|ronald ngara
DANDORA USAFIRI TRAVELLERS SACCO,NTR-0040,"dandora, buru buru, city stadium",dandora|buru buru|city stadium
DANDORA USAFIRI TRAVELLERS SACCO,NTR-00337,"ronald ngara, juja road, dandora",ronald ngara|juja road|dandora
DANDORA USAFIRI TRAVELLERS SACCO,NTR-00360,"dandora, kariobangi, alsolps",dandora|kariobangi|alsolps
DANDORA USAFIRI TRAVELLERS SACCO,NTR-00356,"Dandora, juja rd thika rdring rd komarock rd baraka slip rd kangundo rd outering rd jogoo rd heshima rd ambira gikomba, ronald ngala",dandora|juja rd thika rdring rd komarock rd baraka slip rd kangundo rd outering rd jogoo rd heshima rd ambira gikomba|ronald ngala
DANDORA USAFIRI TRAVELLERS SACCO,NTR-00201901101405390,"gikomba, dandora baraka slip rd kangundo rd outering rd heshima rd ambira rd likoni rd enterprise rd lusaka, enterprise via mombasa rd",gikomba|dandora baraka slip rd kangundo rd outering rd heshima rd ambira rd likoni rd enterprise rd lusaka|enterprise via mombasa rd
DANDORA USAFIRI TRAVELLERS SACCO,ADR-A5AC77Q,"dandora, juja road, gikomba",dandora|juja road|gikomba
DANDORA USAFIRI TRAVELLERS SACCO,ADR-9AKFWW2,"dandora, thika road, ngara, ronald ngara",dandora|thika road|ngara|ronald ngara
DANDORA USAFIRI TRAVELLERS SACCO,ADR-DB3T33B,"dandora, gikomba, juja road",dandora|gikomba|juja road
DANDORA USAFIRI TRAVELLERS SACCO,ADR-3ZQSAAJ,"ronald ngara, dandora, juja road",ronald ngara|dandora|juja road
DANDORA USAFIRI TRAVELLERS SACCO,ADR-JY7S333,"dandora, city stadium, buru buru",dandora|city stadium|buru buru
DANDORA USAFIRI TRAVELLERS SACCO,ADR-POKSOOK,"dandora, juja road, ronald ngala",dandora|juja road|ronald ngala
DANDORA USAFIRI TRAVELLERS SACCO,ADR-VYASLLZ,"dandora, buruburu, city stadium",dandora|buruburu|city stadium
DANDORA USAFIRI TRAVELLERS SACCO,ADR-Q5LC66E,"city stadium, jogoo road,buru buru, dandora",city stadium|jogoo road|buru buru|dandora
DANDORA USAFIRI TRAVELLERS SACCO,ADR-EPJSYY3,"dandora, city stadium, buruburu",dandora|city stadium|buruburu
DANDORA USAFIRI TRAVELLERS SACCO,ADR-2DVS559,"dandora, ronald ngara,kariobangi round about,alsolps, thika road",dandora|ronald ngara|kariobangi round about|alsolps|thika road
DANDORA USAFIRI TRAVELLERS SACCO,ADR-K9BFVV2,"muthurwa, jogoo road,maringo,jericho,bururburu, dandora",muthurwa|jogoo road|maringo|jericho|bururburu|dandora
DIGITAL LUXURY TRAVELLERS LIMITED,NTR-00201810020854450,"Odeon, NgaraMuseum HillKangemiUthiruKawangware, Knh via kenyatta avenue",odeon|ngaramuseum hillkangemiuthirukawangware|knh via kenyatta avenue
DIGITAL LUXURY TRAVELLERS LIMITED,NTR-00202104141031560,"Uthiru, muhuri rd dagoretti market kikuyu zambezi nduma buroti mutarakwa kwambira limuru rironi muguga, kinoo",uthiru|muhuri rd dagoretti market kikuyu zambezi nduma buroti mutarakwa kwambira limuru rironi muguga|kinoo
DIGITAL LUXURY TRAVELLERS LIMITED,NTR-00202104161732330,"Odeon, NgaraMuseum HillKangemiUthiruKawangwareKNH back to odeon via kenyatta AvenueUthirumuhuri rd dagoretti market kikuyu zambezi nduma buroti mutarakwa kwambira limuru rironi muguga, Kinoo",odeon|ngaramuseum hillkangemiuthirukawangwareknh back to odeon via kenyatta avenueuthirumuhuri rd dagoretti market kikuyu zambezi nduma buroti mutarakwa kwambira limuru rironi muguga|kinoo
DIGITAL LUXURY TRAVELLERS LIMITED,ADR-6DBSZO5,"ngara, museum hill,kangemi,uthiru,kawangware, knh",ngara|museum hill|kangemi|uthiru|kawangware|knh
DIGITAL LUXURY TRAVELLERS LIMITED,ADR-WZ9SVOQ,"odeon, ngara,museum hill,kangemi,uthiru,kawangware, knh",odeon|ngara|museum hill|kangemi|uthiru|kawangware|knh
DIX-HULT MATATU OWNER SACCO,ADR-A5AC8Z7,"kayole, komarocksmolemjuja road, eastleigh",kayole|komarocksmolemjuja road|eastleigh
DOMANN ENTERPRISES,NTR-00201909271238580,"Embakasi, Mombasa rd,South b,South c,Langata rd,Westlands,,Wangari maathai rd,Thika rd,Outering rd, Embakasi",embakasi|mombasa rd|south b|south c|langata rd|westlands|wangari maathai rd|thika rd|outering rd|embakasi
DOMANN ENTERPRISES,ADR-2DVSDYJ,"WITHIN NAIROBI, WITHIN NAIROBI, WITHIN NAIROBI",within nairobi|within nairobi|within nairobi
DOMANN ENTERPRISES,ADR-K9BFZK3,"embakasi, mombasa rd,south b,south c,langata rd,westlands,wangari maathai rd,thika rd,outering rd, embakasi",embakasi|mombasa rd|south b|south c|langata rd|westlands|wangari maathai rd|thika rd|outering rd|embakasi
DREPEJA ROUTE LIMITED,NTR-00202002270910280,"Saika, Kangundo rdDandoraOuteringBuruburuJerichoMaringoJogoo rdOtc, Temple rd",saika|kangundo rddandoraouteringburuburujerichomaringojogoo rdotc|temple rd
DREPEJA ROUTE LIMITED,NTR-00109,"Jericho, Maringo,Jogoo road,, Temple road",jericho|maringo|jogoo road|temple road
DREPEJA ROUTE LIMITED,ADR-6DBSK32,"kangundo rd, Saika Dandora Kariobangi Alsops Outering Rd Utawala Buruburu Jericho Maringo Bahati Jogoo Rd Likoni Rd Donholm(sinai) juja rd OTC, temple rd",kangundo rd|saika dandora kariobangi alsops outering rd utawala buruburu jericho maringo bahati jogoo rd likoni rd donholm sinai juja rd otc|temple rd
DREPEJA ROUTE LIMITED,ADR-WZ9SD87,"kangundo rd, Saika Dandora Kariobangi Alsops Outering Rd Utawala Buruburu Jericho Maringo Bahati Jogoo Rd Likoni Rd Donholm(sinai) juja rd OTC, temple rd",kangundo rd|saika dandora kariobangi alsops outering rd utawala buruburu jericho maringo bahati jogoo rd likoni rd donholm sinai juja rd otc|temple rd
EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00741,"Bus Station, Jogoo rd Muthurwa Gikomba Kariokor Juja Rd OuteringRd Allsops Kariobangi dandora Moslem machakos mlolongo mombasa rd Cabanas EasternBypass Utawala Ruiru Roundabout kangundo rd ruai joska malaa tala Thika Makongeni kiskioni donyosabuk kilimambogo, Nyeri",bus station|jogoo rd muthurwa gikomba kariokor juja rd outeringrd allsops kariobangi dandora moslem machakos mlolongo mombasa rd cabanas easternbypass utawala ruiru roundabout kangundo rd ruai joska malaa tala thika makongeni kiskioni donyosabuk kilimambogo|nyeri
EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-0019,"muthurwa, jogoo road,kangundo road,ruai, joska",muthurwa|jogoo road|kangundo road|ruai|joska
EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202008120908210,"Cabanas, Eastern Bypass Ruai Ruiru, Nyeri .",cabanas|eastern bypass ruai ruiru|nyeri
EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202202240934310,"Nyeri, Karatina Sagana Thika Nairobi Machakos Wote Kibwezi Voi, Mombasa",nyeri|karatina sagana thika nairobi machakos wote kibwezi voi|mombasa
EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00437,"bus station, jogoo road,kangundo road,ruai,joska, malaa",bus station|jogoo road|kangundo road|ruai|joska|malaa
