sacco,permit_no,via_raw,via_points
SUPER METRO LIMITED,ADR-DB3T5RP,"Ruiru, Ruaka Wangige Kikuyu Waiyaki way Westlands Moi Avenue Tom Mboya Thika rd Kasarani Juja Thika Thika makongeni Oldonyo Sabuk Kilimambogo Tala Machakos Mlolongo Mombasa rd Bomas Hardy Gataka Ongata Rongai Kiserian Ngong Karen Dagoretti corner, KNH",ruiru|ruaka wangige kikuyu waiyaki way westlands moi avenue tom mboya thika rd kasarani juja thika thika makongeni oldonyo sabuk kilimambogo tala machakos mlolongo mombasa rd bomas hardy gataka ongata rongai kiserian ngong karen dagoretti corner|knh
SUPER METRO LIMITED,ADR-3ZQS3DE,"ruaka, Wangige kikuyu waiyaki way westlands moi avenueTomboya Thika rd kasarani zimmerman kahawa west bypass Juja Thika Thika makongeni oldonyo sabuk Kilimambogo TalaMachakos Mlolongo mombasa rd Bomas hardy gataka ongata Rongai Kiserian Ngong Karen Dagoreti coner, KNH",ruaka|wangige kikuyu waiyaki way westlands moi avenuetomboya thika rd kasarani zimmerman kahawa west bypass juja thika thika makongeni oldonyo sabuk kilimambogo talamachakos mlolongo mombasa rd bomas hardy gataka ongata rongai kiserian ngong karen dagoreti coner|knh
SUPER METRO LIMITED,ADR-JY7SLYJ,"ruaka, Wangige limuru kikuyu waiyaki way westlands moi avenueTom boya Thika rd alsops juja rd outering rd kasarani zimmerman kahawa west bypass Juja Thika Thika makongeni oldonyo sabuk Kilimambogo Tala Machakos kitengela Mlolongo mombasa rd jogoo rd upperhill Bomas hardy gataka ongata Rongai Kiserian Ngong Karen Dagoreti coner kawangare kabiria lavington kileleshwa yaya, KNH",ruaka|wangige limuru kikuyu waiyaki way westlands moi avenuetom boya thika rd alsops juja rd outering rd kasarani zimmerman kahawa west bypass juja thika thika makongeni oldonyo sabuk kilimambogo tala machakos kitengela mlolongo mombasa rd jogoo rd upperhill bomas hardy gataka ongata rongai kiserian ngong karen dagoreti coner kawangare kabiria lavington kileleshwa yaya|knh
SUPER METRO LIMITED,ADR-POKSR2V,"Ruiru, ruakawangigeLimuruKikuyuWiayaki wayWestlandsMoi avenueTom mboyaGPOAmbassadorsKencomThika rdAlsopsJuja rdOutering rdAirport rdEmbakasi via Taj mallCity cabanasUtawalaPipelineKomarockUmojaSavanahJacarandaFedhaTenaMombasa rdKitengelaMachakosTalaKilimbambogoOldonyo sabukMakongeniThika JujaYayakileleshwaLavingtonKabiria KawangwareDagoreticornerKarenNgongKiserianOngata rongaiGatakaHardyBomas, KNH back",ruiru|ruakawangigelimurukikuyuwiayaki waywestlandsmoi avenuetom mboyagpoambassadorskencomthika rdalsopsjuja rdoutering rdairport rdembakasi via taj mallcity cabanasutawalapipelinekomarockumojasavanahjacarandafedhatenamombasa rdkitengelamachakostalakilimbambogooldonyo sabukmakongenithika jujayayakileleshwalavingtonkabiria kawangwaredagoreticornerkarenngongkiserianongata rongaigatakahardybomas|knh back
SUPER METRO LIMITED,ADR-VYAS9Y2,"kikuyu, juja,waiyaki way,westlands,moi avenue,tom mboya,thika road, kasarani",kikuyu|juja|waiyaki way|westlands|moi avenue|tom mboya|thika road|kasarani
SUPER METRO LIMITED,ADR-Q5LCM2D,"kikuyu, waiyakiway,westlands,moi avenue,tom mboya,thika road,kasarani,juja, makongenithika",kikuyu|waiyakiway|westlands|moi avenue|tom mboya|thika road|kasarani|juja|makongenithika
SUPER TRAM LIMITED,NTR-00202109131306060,"Tom mboya, limuru ndenderu ruakamwihoko zimmermangithuraikahawa westruirujujathika road, makongenithika",tom mboya|limuru ndenderu ruakamwihoko zimmermangithuraikahawa westruirujujathika road|makongenithika
SUPER TRAM LIMITED,NTR-00124,"tommboya, zimmerma,githurai, kahawa west",tommboya|zimmerma|githurai|kahawa west
SUPER TRAM LIMITED,NTR-00201901151029270,"tom mboya, zimmerman,githurai,kahawa west,ruiru,juja,thika road, makongenithika",tom mboya|zimmerman|githurai|kahawa west|ruiru|juja|thika road|makongenithika
SUPER TRAM LIMITED,ADR-ZZJS9PQ,"commercial, githurai,zimmerman, kahawa west",commercial|githurai|zimmerman|kahawa west
SUPER TRAM LIMITED,ADR-2DVSZQ8,"tommboya, kahawa west,zimmerma, githurai",tommboya|kahawa west|zimmerma|githurai
SUPER TRAM LIMITED,ADR-K9BFEA9,"ronald ngala, githurai , kahawa west",ronald ngala|githurai|kahawa west
SUPER TRAM LIMITED,ADR-7WRS7Q6,"odeon, githurai,kahawa west,bypass, ruiru",odeon|githurai|kahawa west|bypass|ruiru
tawala shuttle limited,NTR-0016,"Bus station, NRB West Madaraka Mombasa RD, Langata RD, Lusaka RDCity Standium, Jogoo RD Donholm, OuterRing Rd AllsopsThika RD, UtawalaEastern BypassRuiru, RuakaWangige Kawangware, Ngong rd",bus station|nrb west madaraka mombasa rd|langata rd|lusaka rdcity standium|jogoo rd donholm|outerring rd allsopsthika rd|utawalaeastern bypassruiru|ruakawangige kawangware|ngong rd
tawala shuttle limited,NTR-001183,"Kangundo Rd, Outering Rd Githunguri Utawala Jogoo Rd Mombasa Rd Mbagathi Rd GPO via Ngong Rd, Ambassador",kangundo rd|outering rd githunguri utawala jogoo rd mombasa rd mbagathi rd gpo via ngong rd|ambassador
tawala shuttle limited,NTR-00134,"joska, githunguri,utawala,mombasa road,gpo,ambassadeur, commercial",joska|githunguri|utawala|mombasa road|gpo|ambassadeur|commercial
tawala shuttle limited,ADR-2DVS23A,"joska, commercial,githunguri,utawala,mombasa road,gpo, ambassadeur",joska|commercial|githunguri|utawala|mombasa road|gpo|ambassadeur
TELAVIV TRAVELLERS LIMITED,NTR-00201901041436380,"south c, south b,likoni, eastleigh",south c|south b|likoni|eastleigh
TELAVIV TRAVELLERS LIMITED,ADR-REOSRMR,"bus station, mombasa road, south c, south b, hazina",bus station|mombasa road|south c|south b|hazina
TELAVIV TRAVELLERS LIMITED,ADR-MDMSQ8O,"ngumo, south c, south b, industrial area",ngumo|south c|south b|industrial area
TELAVIV TRAVELLERS LIMITED,ADR-YM3S6Q9,"bus station, south c,southb, industrial area",bus station|south c|southb|industrial area
TELAVIV TRAVELLERS LIMITED,ADR-8LMSEPZ,"bus station, hazina,mombasa road, south c, south b",bus station|hazina|mombasa road|south c|south b
TELAVIV TRAVELLERS LIMITED,ADR-ZZJSQD5,"south c, south b,mombasa rd,likoni,eastleigh,gikomba,jogoo rd,outering rd,donholm, fedha",south c|south b|mombasa rd|likoni|eastleigh|gikomba|jogoo rd|outering rd|donholm|fedha
TELAVIV TRAVELLERS LIMITED,ADR-LZRSWZV,"south c, south b,likoni,eastleigh,gikomba,jogoo rd,outering rd, fedha",south c|south b|likoni|eastleigh|gikomba|jogoo rd|outering rd|fedha
TELAVIV TRAVELLERS LIMITED,ADR-O68I2WW,"machakos, syokimau,imara daima,south b,south c,ngumo,likoni rd,industrial area,eastleigh,gikomba,busstation,jogoo rd,donholm, fedha",machakos|syokimau|imara daima|south b|south c|ngumo|likoni rd|industrial area|eastleigh|gikomba|busstation|jogoo rd|donholm|fedha
TELAVIV TRAVELLERS LIMITED,ADR-6DBS87M,"machakos, syokimau,imara daima,south b,south c,ngumo,likoni rd,industrial area,eastleigh,gikomba,busstation,jogoo rd,outering rd,donholm, fedha",machakos|syokimau|imara daima|south b|south c|ngumo|likoni rd|industrial area|eastleigh|gikomba|busstation|jogoo rd|outering rd|donholm|fedha
THOMAT SAVINGS AND CREDIT COPPERATIVE SOCIETY LIMITED,NTR-00201912041616440,"Odeon, Thika rdThomeRuakakiambuRuiru, Thika (MAKONGENI)",odeon|thika rdthomeruakakiamburuiru|thika makongeni
THOMAT SAVINGS AND CREDIT COPPERATIVE SOCIETY LIMITED,NTR-00202008061555520,"Odeon, Thika road Thome Kiambu Barabara Tano Nderi Kikuyu Ruaka Ruiru Thika, Makongeni",odeon|thika road thome kiambu barabara tano nderi kikuyu ruaka ruiru thika|makongeni
THOMAT SAVINGS AND CREDIT COPPERATIVE SOCIETY LIMITED,NTR-00247,"odeon, thika road, thome",odeon|thika road|thome
THOMAT SAVINGS AND CREDIT COPPERATIVE SOCIETY LIMITED,ADR-EPJSALK,"Ngara, ThikaMokengeni, Kenol",ngara|thikamokengeni|kenol
THOMAT SAVINGS AND CREDIT COPPERATIVE SOCIETY LIMITED,ADR-2DVSZ8O,"odeon, thome, kiambu",odeon|thome|kiambu
THOMAT SAVINGS AND CREDIT COPPERATIVE SOCIETY LIMITED,ADR-K9BFEWO,"odeon, thika rd, thome, bypass, ruiru",odeon|thika rd|thome|bypass|ruiru
THOMAT SAVINGS AND CREDIT COPPERATIVE SOCIETY LIMITED,ADR-7WRS7KB,"odeon, thika road, thome, bypass, ruiru",odeon|thika road|thome|bypass|ruiru
THOMAT SAVINGS AND CREDIT COPPERATIVE SOCIETY LIMITED,ADR-BQ9S7OR,"odeon, thika road, thome, ruaka",odeon|thika road|thome|ruaka
THOMAT SAVINGS AND CREDIT COPPERATIVE SOCIETY LIMITED,ADR-REOS83D,"odeon, thome, thika road",odeon|thome|thika road
TIKAGI SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,NTR-00202108091426140,"kiambu, tatu city ruiru tinganga roysambu ruaka githurai 44 kahawa westgithurai 45 mwiki gatundu thika ikinu, githunguri",kiambu|tatu city ruiru tinganga roysambu ruaka githurai 44 kahawa westgithurai 45 mwiki gatundu thika ikinu|githunguri
TIKAGI SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,NTR-00201909131535550,"Tinganga, KiambuRuakaTatu cityRoysambu RuiruGatunduThikaGithurai45Githurai44, Mwiki",tinganga|kiamburuakatatu cityroysambu ruirugatunduthikagithurai45githurai44|mwiki
TIKAGI SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,ADR-7WRSVDA,"kiambu, ikunu, GITHUNGURI",kiambu|ikunu|githunguri
TIKAGI SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,ADR-BQ9S5JK,"kiambu, tatu city ruiru tinganga roysambu ruaka githurai 44 githurai 45 mwiki gatundu thika ikinu, githunguri",kiambu|tatu city ruiru tinganga roysambu ruaka githurai 44 githurai 45 mwiki gatundu thika ikinu|githunguri
TIKAGI SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,ADR-REOSRW5,"tinganga, kiambu,tatu city,ruiru,gatundu,thika,githurai45,githurai44, mwiki",tinganga|kiambu|tatu city|ruiru|gatundu|thika|githurai45|githurai44|mwiki
TIKAGI SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,ADR-MDMSQYP,"tinganga, thika, githurai45, githurai44, mwiki",tinganga|thika|githurai45|githurai44|mwiki
TRANSNOMICS COMPANY LIMITED,NTR-00202002271055550,"Limuru, kikuyuWangigebananaRwakaWestlandsRedhill link rdPeponi rdNorthern bypassKiambuRuiru, Thika",limuru|kikuyuwangigebananarwakawestlandsredhill link rdpeponi rdnorthern bypasskiamburuiru|thika
TRANSNOMICS COMPANY LIMITED,NTR-00201909251519230,"limuru, banana,rwaka,westlands,redhill link road,peponi rd,northen bypass,ruiru, thika",limuru|banana|rwaka|westlands|redhill link road|peponi rd|northen bypass|ruiru|thika
TRANSNOMICS COMPANY LIMITED,ADR-YM3SV52,"nairobi, limuru bypass, ruiru, thika",nairobi|limuru bypass|ruiru|thika
TRANSNOMICS COMPANY LIMITED,ADR-8LMSJ93,"nairobi, thika,limuru bypass, ruiru",nairobi|thika|limuru bypass|ruiru
TRANSNOMICS COMPANY LIMITED,ADR-ZZJS9RE,"limuru bypass, ruiru, thika",limuru bypass|ruiru|thika
TRANSWORLD TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00201910291107300,"Khoja, Westlands,Wangige,Kikuyu,Southern by pass,Karen,Ngong, Kiserian",khoja|westlands|wangige|kikuyu|southern by pass|karen|ngong|kiserian
TRANSWORLD TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202012151514130,"Khoja, Thika Westlands Wangige GachieKiambu Limuru KikuyuKaren Ngong, Kiserian",khoja|thika westlands wangige gachiekiambu limuru kikuyukaren ngong|kiserian
TRANSWORLD TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00612,"Khoja, WestlandsWangigeBypassThika Makongeni, Kerugoya",khoja|westlandswangigebypassthika makongeni|kerugoya
TRANSWORLD TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-537H2ZQ,"Khoja, Westlands,Wangige,Bypass, Thika",khoja|westlands|wangige|bypass|thika
TRANSWORLD TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-A5ACVEL,"Kiserian, Ngong Karen Khoja WestlandsKikuyu Wangige Gachie Kiambu Limuru Thika Makongeni, Kerugoya",kiserian|ngong karen khoja westlandskikuyu wangige gachie kiambu limuru thika makongeni|kerugoya
TRANSWORLD TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-9AKF83J,"khoja, westlands,wangige,bypass, thika",khoja|westlands|wangige|bypass|thika
TRANSWORLD TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-DB3T8P3,"khoja, thika,westlands,wangige, bypass",khoja|thika|westlands|wangige|bypass
UMMOINNER CLASS LIMITED,NTR-00202007021338420,"Ronald Ngala, Juja rd Thika rdOutering rd jogoo rd Umoja InnercoreKomarockKangundo rd Mombasa rd Ruai, Kamulu",ronald ngala|juja rd thika rdoutering rd jogoo rd umoja innercorekomarockkangundo rd mombasa rd ruai|kamulu
UMMOINNER CLASS LIMITED,NTR-00876,"Ronald Ngala, Tom Mboya Juja Rd Thika Rd Outering Rd Jogoo Rd Umoja Innercore Komarock Kangundo Rd Ruai Kamulu Mombasa Rd, Greatwall",ronald ngala|tom mboya juja rd thika rd outering rd jogoo rd umoja innercore komarock kangundo rd ruai kamulu mombasa rd|greatwall
UMMOINNER CLASS LIMITED,ADR-7WRSOLO,"Ronald Ngala, Jogoo rdOutering rdUmoja innercoreKomarockKangundo rdRuai, Kamulu",ronald ngala|jogoo rdoutering rdumoja innercorekomarockkangundo rdruai|kamulu
UMOINNER SACCO LTD,NTR-00201909161142390,"Ronald Ngala, Jogoo road Shauri Moyo Outering road Kangundo road Saika, Ruia",ronald ngala|jogoo road shauri moyo outering road kangundo road saika|ruia
UMOINNER SACCO LTD,NTR-00202007021301330,"Ronald Ngala, Shauri Moyo Jogoo road Donholm Tajmall Utawala Kangundo road Komarock Umoja-Innercore Outering road, Allsops .",ronald ngala|shauri moyo jogoo road donholm tajmall utawala kangundo road komarock umoja innercore outering road|allsops
UMOINNER SACCO LTD,NTR-00397,"ronald ngala, jogoo road,umoja, innercore",ronald ngala|jogoo road|umoja|innercore
UMOINNER SACCO LTD,NTR-00125,"ronald ngala, jogoo road,buru buru,kangundo road, moulem",ronald ngala|jogoo road|buru buru|kangundo road|moulem
UMOINNER SACCO LTD,ADR-8LMSV59,"Ronald Ngala, Jogoo rdDonholmTajmallUtawalaKangundo rdKomarockUmoja-InnercoreOutering rd, Allsops .",ronald ngala|jogoo rddonholmtajmallutawalakangundo rdkomarockumoja innercoreoutering rd|allsops
UMOINNER SACCO LTD,ADR-ZZJS2V8,"ronald ngala, jogoo road, buruburu, kagundo road, moulem",ronald ngala|jogoo road|buruburu|kagundo road|moulem
UMOINNER SACCO LTD,ADR-LZRS36M,"ronald ngala, jogoo road, umoja innercore",ronald ngala|jogoo road|umoja innercore
UMOINNER SACCO LTD,ADR-O68ILBR,"ronald ngala, moulem,jogoo road,buru buru, kangundo road",ronald ngala|moulem|jogoo road|buru buru|kangundo road
UMOINNER SACCO LTD,ADR-6DBSDKP,"ronald ngala, innercore,jogoo road, umoja",ronald ngala|innercore|jogoo road|umoja
UMOINNER SACCO LTD,ADR-WZ9S3D6,"ronald ngala, umoja innercore, jogoo road",ronald ngala|umoja innercore|jogoo road
UMOINNER SACCO LTD,ADR-537HOQA,"ronald ngala, jogoo rd,outering rd,kangundo rd,saika, ruia",ronald ngala|jogoo rd|outering rd|kangundo rd|saika|ruia
UMOINNER SACCO LTD,ADR-A5AC7LA,"ronald ngala, moulem,jogoo road, buruburu, kagundo road",ronald ngala|moulem|jogoo road|buruburu|kagundo road
UMOJA INNERCORE TENA MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00502,"mfangano, jogoo road, umoja",mfangano|jogoo road|umoja
UMOJA INNERCORE TENA MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00201910041031520,"mfangano, jogoo rd,umoja,outering rd,kangundo rd, malaa",mfangano|jogoo rd|umoja|outering rd|kangundo rd|malaa
UMOJA INNERCORE TENA MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-BQ9S5WK,"Mfangano, Bus Station Muthurwa Jogoo Rd Shauri Moyo Umoja Innercore Outering Rd Eastleigh Section 3 Utawala Malaa Eastern Bypass Katani Syokimau Mlolongo Kitengela Kangundo Rd Ruai Juja Rd Eastleigh Forest Rd Thika Rd Alsops Donholm Savanna Komarock Industrial area Manyanja Rd, Enterprise Rd",mfangano|bus station muthurwa jogoo rd shauri moyo umoja innercore outering rd eastleigh section 3 utawala malaa eastern bypass katani syokimau mlolongo kitengela kangundo rd ruai juja rd eastleigh forest rd thika rd alsops donholm savanna komarock industrial area manyanja rd|enterprise rd
UMOJA INNERCORE TENA MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-REOSR75,"ronald ngala, umoja innercore, jogoo road",ronald ngala|umoja innercore|jogoo road
UMOJA INNERCORE TENA MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-MDMSQDP,"mfangano, umoja, jogoo road",mfangano|umoja|jogoo road
UMOJA INNERCORE TENA MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-YM3S6K3,"mfangano, luthuli avenue, eastleigh section 3",mfangano|luthuli avenue|eastleigh section 3
UNIFIED INTERNATIONAL LIMITED,NTR-00202009281541460,"Tom mboya, Thika roadOuteringEastern BypassRuiru Thika, Kenol .",tom mboya|thika roadouteringeastern bypassruiru thika|kenol
UNIFIED INTERNATIONAL LIMITED,NTR-00201903261429260,"githurai, mwihoko, ruiru",githurai|mwihoko|ruiru
UNIFIED INTERNATIONAL LIMITED,NTR-00201901041326070,"githurai, githurai, mwihoko",githurai|githurai|mwihoko
UNIFIED INTERNATIONAL LIMITED,ADR-537HYVM,"Mombasa rd, Outering rd Juja rd Eastleigh Tom mboya Kenyatta av GPO Community Knh Ngong rd Kawangware Kikuyu Kiambu rd bypass thika rd Githurai Ruiru Thika, kenol",mombasa rd|outering rd juja rd eastleigh tom mboya kenyatta av gpo community knh ngong rd kawangware kikuyu kiambu rd bypass thika rd githurai ruiru thika|kenol
UNIFIED INTERNATIONAL LIMITED,ADR-A5AC2AY,"Mombasa rd, Outering rd Juja rd Eastleigh Tom mboya Kenyatta av GPO Community Knh Ngong rd Kawangware Kikuyu waiyaki way forest rd Kiambu rd bypass thika rd Githurai mwiki Ruiru Thika, kenol",mombasa rd|outering rd juja rd eastleigh tom mboya kenyatta av gpo community knh ngong rd kawangware kikuyu waiyaki way forest rd kiambu rd bypass thika rd githurai mwiki ruiru thika|kenol
UNIFIED INTERNATIONAL LIMITED,ADR-9AKFOPZ,"Mombasa rd, Outering rd Juja rd Eastleigh Tom mboya Kenyatta av GPO Community Knh Ngong rd Kawangware Kikuyu waiyaki way Westlands Limuru Rd forest rd Kiambu rd bypass thika rd Githurai mwiki Ruiru Thika, kenol",mombasa rd|outering rd juja rd eastleigh tom mboya kenyatta av gpo community knh ngong rd kawangware kikuyu waiyaki way westlands limuru rd forest rd kiambu rd bypass thika rd githurai mwiki ruiru thika|kenol
UNIFIED INTERNATIONAL LIMITED,ADR-DB3TQR7,"Mombasa rd, Outering rd Juja rd Eastleigh Tom mboya Kenyatta av GPO Community Knh Ngong rd Kawangware Kikuyu waiyaki way Westlands Limuru Rd forest rd Kiambu rd bypass thika rd Githurai mwiki Ruiru Thika, kenol",mombasa rd|outering rd juja rd eastleigh tom mboya kenyatta av gpo community knh ngong rd kawangware kikuyu waiyaki way westlands limuru rd forest rd kiambu rd bypass thika rd githurai mwiki ruiru thika|kenol
UNIFIED INTERNATIONAL LIMITED,ADR-3ZQSOD7,"commercial, tom mboya,thika road, githurai",commercial|tom mboya|thika road|githurai
UNIFIED INTERNATIONAL LIMITED,ADR-JY7SEYP,"tom mboya, thika road, githurai, ruiru",tom mboya|thika road|githurai|ruiru
UNIMAX CLASSIC TRAVELLERS SACCO,NTR-00340,"khoja, banana, limuru",khoja|banana|limuru
UNIMAX CLASSIC TRAVELLERS SACCO,NTR-00202107121421300,"limuru, banana ndenderu northern bypass eastern bypass cabanas athi river, Machakos",limuru|banana ndenderu northern bypass eastern bypass cabanas athi river|machakos
UNIMAX CLASSIC TRAVELLERS SACCO,ADR-K9BFLY5,"Banana, kiambu wangari maathai rd westlands ndenderu via waiyaki way limuru njabini wanjohi northern bypass eastern bypass cabanas athi river, machakos",banana|kiambu wangari maathai rd westlands ndenderu via waiyaki way limuru njabini wanjohi northern bypass eastern bypass cabanas athi river|machakos
UNIMAX CLASSIC TRAVELLERS SACCO,ADR-7WRSVRR,"banana, railways,athi river, machakos",banana|railways|athi river|machakos
UTAWALA BY-PASS TRAVELLERS SACCO,NTR-0024,"Muthurwa, likoni rd jogoo rd outering rd alsops ruiru eastern bypass kangundo rd joska malaa koma machakos mombasa rd cabanas utawala githunguri airwayskatani, mlolongo",muthurwa|likoni rd jogoo rd outering rd alsops ruiru eastern bypass kangundo rd joska malaa koma machakos mombasa rd cabanas utawala githunguri airwayskatani|mlolongo
UTAWALA BY-PASS TRAVELLERS SACCO,NTR-0019,"muthurwa, jogoo road,kangundo road,ruai, joska",muthurwa|jogoo road|kangundo road|ruai|joska
UTAWALA BY-PASS TRAVELLERS SACCO,NTR-00510,"muthurwa, likoni road,mombasa road,city cabanas,eastern bypass,utawala,githunguri, kangundo road",muthurwa|likoni road|mombasa road|city cabanas|eastern bypass|utawala|githunguri|kangundo road
UTAWALA BY-PASS TRAVELLERS SACCO,NTR-00201901181546510,"ruiru, eastern bypass,utawala,cabanas,mombasa rd,mlolongo,makutano, machakos",ruiru|eastern bypass|utawala|cabanas|mombasa rd|mlolongo|makutano|machakos
UTAWALA BY-PASS TRAVELLERS SACCO,ADR-JY7SEB2,"Muthurwa, likoni rd jogoo rd outering rd alsops thika rd ruiru eastern bypass kangundo rd joska malaa koma machakos mombasa rd utawala githunguri airwayskatani, mlolongo",muthurwa|likoni rd jogoo rd outering rd alsops thika rd ruiru eastern bypass kangundo rd joska malaa koma machakos mombasa rd utawala githunguri airwayskatani|mlolongo
UTAWALA BY-PASS TRAVELLERS SACCO,ADR-POKS79A,"muthurwa, likoni road, mombasa road, cabanas, eastern bypass, utawala, ruiru",muthurwa|likoni road|mombasa road|cabanas|eastern bypass|utawala|ruiru
