route,corridor,from_terminus,to_terminus,sacco,permit_no,coverage,hits_of_total,via_raw,confidence,VERDICT
24C,,Kencom,Karen,GARAMU TRAVEL SOLUTIONS LIMITED,NTR-00202101201303380,0.67,2/3,"Ngong, Karen Dagoretti corner Kawangware Kikuyu Wangige, Limuru",medium,
24C,,Kencom,Karen,KADANA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202012111031250,0.67,2/3,"Kamangu, Kikuyu Waithaka Kawangware Kabiria Dagoretti market Karen, Ngong",medium,
24C,,Kencom,Karen,KIBERA BURETI SACCO,NTR-00260,0.67,2/3,"Railways, KNH Yaya City stadium Ngara Muthurwa St Marys Kinoo Kikuyu Karen Lenana Racecourse Kawangware Westlands, Kibera",medium,
24C,,Kencom,Karen,KIBERA BURETI SACCO,ADR-MDMSKW8,0.67,2/3,"railways, kibera, ngong road",medium,
26S,,Aquinas,Kariobangi,ARBAB VENTURES LIMITED,ADR-JY7SLOJ,1.00,3/3,"South c, South bLikoni rdindustrial areaeastleighjogoo rdoutering rddonholmfedha, machakos",high,
26S,,Aquinas,Kariobangi,ALDANA TRAVELLERS SACCO,NTR-00202003241145200,0.67,2/3,"Ronald ngala, Juja rdDandoraKariobangiAlsops Thika rd, Thika",medium,
26S,,Aquinas,Kariobangi,ALDANA TRAVELLERS SACCO,NTR-00418,0.67,2/3,"Ronald Ngala, Ngara Juja Rd Outering Rd Kangundo Rd Dandora Kariobangi Asops Thika Rd Thika, Nyeri",medium,
26S,,Aquinas,Kariobangi,ARBAB VENTURES LIMITED,NTR-00201905131607200,0.67,2/3,"South c, iindustrial arealikoni rdjogoo rdeastleighoutering rd mombasa rd, machakos",medium,
26S,,Aquinas,Kariobangi,BAKAKI 101 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00201911291135300,0.67,2/3,"Kiambu, Bypass Ruaka Banana Ndenderu Wangige Kikuyu Rusingiti Kamangu Thigio Mutarakwa Limuru, Tigoni",medium,
32A,,Kencom,Ayani,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202011241151430,1.00,3/3,"Bus Station, Hazina Kangundo rd Ruai Kamulu Utawala Mombasa rd Mlolongo, Katani",high,
32A,,Kencom,Ayani,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202211011653270,1.00,3/3,"Bus Station, Jogoo Rd Industrial Area Buruburu Hazina Donholm Manyanja Rd Outering Rd Kangundo Rd Eastern Bypass Ruai Kamulu Utawala Mombasa Rd Mlolongo via Syokimau, Katani",high,
32A,,Kencom,Ayani,BENJO( K) LTD,NTR-00741,0.67,2/3,"Bus Station, Jogoo rd Muthurwa Gikomba Kariokor Juja Rd OuteringRd Allsops Kariobangi dandora Moslem machakos mlolongo mombasa rd Cabanas EasternBypass Utawala Ruiru Roundabout kangundo rd ruai joska malaa tala Thika Makongeni kiskioni donyosabuk kilimambogo, Nyeri",medium,
32A,,Kencom,Ayani,CIRCULAR CLASSIC COMPANY LIMITED,NTR-00706,0.67,2/3,"Nairobi, eastleigh kahawa west muranga othaya nyeri mwea, embu",medium,
32A,,Kencom,Ayani,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-JY7S3W6,0.67,2/3,"Bus Station, Kangundo rd Ruai Kamulu Utawala, Katani",medium,
32D,,Terminal Otc,Dandora Terminal,BENJO( K) LTD,NTR-00741,0.67,2/3,"Bus Station, Jogoo rd Muthurwa Gikomba Kariokor Juja Rd OuteringRd Allsops Kariobangi dandora Moslem machakos mlolongo mombasa rd Cabanas EasternBypass Utawala Ruiru Roundabout kangundo rd ruai joska malaa tala Thika Makongeni kiskioni donyosabuk kilimambogo, Nyeri",medium,
32D,,Terminal Otc,Dandora Terminal,EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00741,0.67,2/3,"Bus Station, Jogoo rd Muthurwa Gikomba Kariokor Juja Rd OuteringRd Allsops Kariobangi dandora Moslem machakos mlolongo mombasa rd Cabanas EasternBypass Utawala Ruiru Roundabout kangundo rd ruai joska malaa tala Thika Makongeni kiskioni donyosabuk kilimambogo, Nyeri",medium,
32D,,Terminal Otc,Dandora Terminal,EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-REOSRR7,0.67,2/3,"Bus Station, Jogoo rdMuthurwaGikombaKariokorJuja RdOuteringRdAllsopsKariobangi dandoraMoslemmlolongomombasa rdCabanasEasternBypassUtawalaRuiruRoundaboutkangundordruaijoskamalaatalaThikaMakongenikiskionidonyosabukukilimambogo, Nyeri",medium,
32D,,Terminal Otc,Dandora Terminal,EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-MDMSQQ3,0.67,2/3,"Bus Station, Jogoo rdMuthurwaGikombaKariokorJuja RdOuteringRdAllsopsKariobangi dandoraMoslemmlolongomombasa rdCabanasEasternBypassUtawalaRuiruRoundaboutkangundordruaijoskamalaatalaThikaMakongenikiskionidonyosabukukilimambogo, Nyeri",medium,
32D,,Terminal Otc,Dandora Terminal,PEJO TECH COMPANY LTD,NTR-00741,0.67,2/3,"Bus Station, Jogoo rd Muthurwa Gikomba Kariokor Juja Rd OuteringRd Allsops Kariobangi dandora Moslem machakos mlolongo mombasa rd Cabanas EasternBypass Utawala Ruiru Roundabout kangundo rd ruai joska malaa tala Thika Makongeni kiskioni donyosabuk kilimambogo, Nyeri",medium,
33B,,Commercial,Baraka Estate,SONY CLASSIC SHUTTLE EAST AFRICA LIMITED,NTR-00202104201026350,1.00,3/3,"Juja, Ruiru Eastern bypass Commercial Kikuyu Mutarakwa Thigio Limuru Githunguri Kiambu Wangige, Ruaka",high,
33B,,Commercial,Baraka Estate,SONY CLASSIC SHUTTLE EAST AFRICA LIMITED,NTR-00202104201026350,1.00,3/3,"Juja, Ruiru Eastern bypass Commercial Kikuyu Mutarakwa Thigio Limuru Githunguri Kiambu Wangige, Ruaka",high,
33B,,Commercial,Baraka Estate,BENJO( K) LTD,NTR-00833,0.67,2/3,"Embu, Kitui, Mwingi and Back",medium,
33B,,Commercial,Baraka Estate,FIG PRESTIGE MANAGEMENT COMPANY LIMITED,NTR-00202104150827230,0.67,2/3,"Commercial, Jogoo rd Eastleigh Jericho Outering rd Kariobangi ound about Juja rd Cabanas Koma Kenol, Machakos",medium,
33B,,Commercial,Baraka Estate,FIG PRESTIGE MANAGEMENT COMPANY LIMITED,NTR-00202211011743410,0.67,2/3,"Commercial, Ngara Fig Tree Gikomba Muthurwa Eastleigh Thika Rd Kiambio Jericho Outering Rd Kariobangi Round About Mathare North Jogoo Rd Cabanas Kangundo Rd Ruai Tala Kantafu Koma Ruiru Ndani Kwa Maiko Juja Thika Kabati Kenol, Machakos",medium,
33C,,Commercial,Kobil,2KR ROUTE 105 MULTIPURPOSE COOPERATIVE SOCIETY LIMITED,NTR-00346,0.67,2/3,"Tommboya, KawangwarekikuyuwestlandsThika RdMakongeniruirukiambuwangige, Limuru",medium,
33C,,Commercial,Kobil,BABA DOGO 25 TRAVELLERS SACCO,ADR-BQ9S3MQ,0.67,2/3,"Odeon, Muranga rd terminus(via forest rd)thika rdalsopsbaba dogo outering rd caltex juja rd kariokor, donholm",medium,
33C,,Commercial,Kobil,BURUBURU 58 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-REOSRLV,0.67,2/3,"buruburu, jogoo road, commercial",medium,
33C,,Commercial,Kobil,BURUBURU 58 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-YM3S6EM,0.67,2/3,"buruburu, commercial, jogoo road",medium,
33C,,Commercial,Kobil,BYBUSS TRANS LIMITED,NTR-00202102051436280,0.67,2/3,"Thika (makongeni), Kiambu ruaka gachie wangige nyathuna ngecha kabuku limuru kikuyu kangemi kawangware dagoretti corner& market karen bomas ngong, Kiserian",medium,
33H,,Carbanas,By Pass,BAKAKI 101 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00201911291135300,0.67,2/3,"Kiambu, Bypass Ruaka Banana Ndenderu Wangige Kikuyu Rusingiti Kamangu Thigio Mutarakwa Limuru, Tigoni",medium,
33H,,Carbanas,By Pass,BAKAKI 101 TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-2DVSRWK,0.67,2/3,"Kiambu, BananaRuakaNdenderuWangigeKikuyuRusingitiKamanguThigioMutarakwaLimuru, Tigoni",medium,
33H,,Carbanas,By Pass,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202211011653270,0.67,2/3,"Bus Station, Jogoo Rd Industrial Area Buruburu Hazina Donholm Manyanja Rd Outering Rd Kangundo Rd Eastern Bypass Ruai Kamulu Utawala Mombasa Rd Mlolongo via Syokimau, Katani",medium,
33H,,Carbanas,By Pass,EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202008120908210,0.67,2/3,"Cabanas, Eastern Bypass Ruai Ruiru, Nyeri .",medium,
33H,,Carbanas,By Pass,EXPRESO LIMITED,ADR-537HWAM,0.67,2/3,"limuru, kikuyu dagoretti mrktkabiria kawangware knh ambassador moi service lane tom mboya rongai gataka karen ngong kiserian isinya katani cabanas outering rd juja rd eastleigh gikomba thika rd mwiki lucky summer komarocks rd kangundo rd eastern bypass infinity kenol kiambu ruaka, western bypass",medium,
33J,,Carbanas,Githunguri,FORWARD TRAVELLERS SACCO LTD,NTR-00202012161512240,0.67,2/3,"Kayole, Gikombe Alsops Mihango, Cabanas",medium,
33J,,Carbanas,Githunguri,GIKAKI SACCO SOCIETY LIMITED,NTR-00813,0.67,2/3,"Githunguri, Kagwe Kimende Limuru uplands kwamaiko ruiru, nyanduma",medium,
33J,,Carbanas,Githunguri,GIKAKI SACCO SOCIETY LIMITED,NTR-00202211011816190,0.67,2/3,"Githunguri, Kagwe Kimende Limuru Uplands Kwa Maiko Ruiru Nyanduma Kibichoi Gathugu Gachika Gatundu Thika Mai-Mahiu, Naivasha",medium,
33J,,Carbanas,Githunguri,Inagi Travellers Sacco,NTR-00202003111620510,0.67,2/3,"Githunguri, NairobiMachakos via outering rd, Kitui",medium,
33J,,Carbanas,Githunguri,Inagi Travellers Sacco,ADR-A5ACPED,0.67,2/3,"Githunguri, NairobiMachakos, Kitui",medium,
34B,,Ambassadeur,Jacaranda,BABA DOGO 25 TRAVELLERS SACCO,ADR-BQ9S3MQ,0.67,2/3,"Odeon, Muranga rd terminus(via forest rd)thika rdalsopsbaba dogo outering rd caltex juja rd kariokor, donholm",medium,
34B,,Ambassadeur,Jacaranda,EXPRESO LIMITED,NTR-00202002051557030,0.67,2/3,"Kiserian, RongaiDagoretti marketAmbassadorTom mboyaThika rdJuja rdOutering rdKangundo rdKomarocks rdInfinityMwiki, Kasarani",medium,
34B,,Ambassadeur,Jacaranda,EXPRESO LIMITED,ADR-WZ9S9JA,0.67,2/3,"Kiserian, RongaiDagoretti marketAmbassadorTom mboyaThika rdJuja rdOutering rdKomarocks rdKangundo rdInfinityMwiki, Kasarani",medium,
34B,,Ambassadeur,Jacaranda,NGONG TRAVELLERS SACCO,NTR-00202003161526160,0.67,2/3,"Kiserian, NgongKarenNduyuYayaGpoAmbassadorRailwaysHaile sellasieMbagathi rd, Langata",medium,
34B,,Ambassadeur,Jacaranda,NGONG TRAVELLERS SACCO,NTR-00202012151526570,0.67,2/3,"Kiserian, Ngong Karen Langata Mbagathi GPO Ambassador Haile selassie Nyayo Stadium Mombasa rd, Utawala",medium,
34J,,Ambassadeur,Passenger Boarding,LIBERA IMPEX LIMITED,NTR-00202111081143080,1.00,3/3,"cabanas, mombasa rd pipeline outering rd eastern bypass mwihoko tassia link rd kayole juja rd ngara, jogoo rd",high,
34J,,Ambassadeur,Passenger Boarding,NKIKAN SACCO SOCIETY LIMITED,NTR-00716,0.75,3/4,"nairobi, kiserian,isinya, namanga",medium,
34J,,Ambassadeur,Passenger Boarding,NKIKAN SACCO SOCIETY LIMITED,ADR-K9BF6YE,0.75,3/4,"nairobi, namanga,kiserian, isinya",medium,
34J,,Ambassadeur,Passenger Boarding,OROMATS SACCO SOCIETY LTD,ADR-K9BF6YE,0.75,3/4,"nairobi, namanga,kiserian, isinya",medium,
34J,,Ambassadeur,Passenger Boarding,OROMATS SACCO SOCIETY LTD,NTR-00716,0.75,3/4,"nairobi, kiserian,isinya, namanga",medium,
34L,,Kenyatta National Hospital,St.Marys Hospital,rasasi travellers limited,NTR-00370,0.67,4/6,"bus station, kenyatta,mbagathi road,langata,otiende, st marys",medium,
34L,,Kenyatta National Hospital,St.Marys Hospital,ST. MARYS TRANSPORT SACCO SOCIETY,NTR-00370,0.67,4/6,"bus station, kenyatta,mbagathi road,langata,otiende, st marys",medium,
34L,,Kenyatta National Hospital,St.Marys Hospital,ST. MARYS TRANSPORT SACCO SOCIETY,ADR-JY7S73Z,0.67,4/6,"bus station, st marys,kenyatta,mbagathi road,langata, otiende",medium,
34L,,Kenyatta National Hospital,St.Marys Hospital,city star shuttle limited,NTR-00202101251020460,0.67,2/3,"South B, Langata Ongata Rongai Kiserian Ngong Karen Kawangware Yaya KNH Ambassador Kencom Bus station Jogoo rd Buruburu Umoja Kangundo rd Ruai Malaa Kantafu Utawala Jkia Mombasa rd SGR Syokimau Athi river Kitengela, Isinya",medium,
34L,,Kenyatta National Hospital,St.Marys Hospital,GMK SACCO LIMITED,NTR-00202202241345360,0.67,2/3,"Ngara, Outering Rd Kayole Eastern Bypass Kangundo Rd Ruai Northern Bypass Mwihoko via Thika Muranga Karatina Kiriaini NyeriEmbu, Voi",medium,
405,,City Stadium/Lusaka Road Junctn,Baricho Road Terminus,KENYA BUS SERVICE MANAGEMENT LIMITED,NTR-00202108060801500,0.67,2/3,"Bus Station, city stadium lusaka rd enterprise rd likoni rd jogoo rd kangundo rd via eastern bypass mombasa rd langata rd kungu karumba rd ngong rd karen dagoretti yaya centre limuru rd, Ruaka",medium,
405,,City Stadium/Lusaka Road Junctn,Baricho Road Terminus,ST. MARYS TRANSPORT SACCO SOCIETY,NTR-00202108060801500,0.67,2/3,"Bus Station, city stadium lusaka rd enterprise rd likoni rd jogoo rd kangundo rd via eastern bypass mombasa rd langata rd kungu karumba rd ngong rd karen dagoretti yaya centre limuru rd, Ruaka",medium,
44K,,Roysambu Terminus,Main Stage,INDIMA (NJE) SACCO,NTR-00487,0.67,2/3,"Bus station, Mombasa roadLusaka road Industrial AreaKwa Njenga Outering rd Kangundo rd Ruai, Kamulu",medium,
44K,,Roysambu Terminus,Main Stage,KENYA BUS SERVICE MANAGEMENT LIMITED,NTR-00487,0.67,2/3,"Bus station, Mombasa roadLusaka road Industrial AreaKwa Njenga Outering rd Kangundo rd Ruai, Kamulu",medium,
45P,,Githurai,Proggie,UNIFIED INTERNATIONAL LIMITED,NTR-00201901041326070,0.67,2/3,"githurai, githurai, mwihoko",medium,
46B,,Terminal Tusker,Tounder Terminal,HURUMA MINI-BUS SACCO LTD,ADR-REOSZB2,0.75,3/4,"huruma, pangani,kariokor, tusker",medium,
46B,,Terminal Tusker,Tounder Terminal,BENJO( K) LTD,NTR-00741,0.67,2/3,"Bus Station, Jogoo rd Muthurwa Gikomba Kariokor Juja Rd OuteringRd Allsops Kariobangi dandora Moslem machakos mlolongo mombasa rd Cabanas EasternBypass Utawala Ruiru Roundabout kangundo rd ruai joska malaa tala Thika Makongeni kiskioni donyosabuk kilimambogo, Nyeri",medium,
46B,,Terminal Tusker,Tounder Terminal,EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00741,0.67,2/3,"Bus Station, Jogoo rd Muthurwa Gikomba Kariokor Juja Rd OuteringRd Allsops Kariobangi dandora Moslem machakos mlolongo mombasa rd Cabanas EasternBypass Utawala Ruiru Roundabout kangundo rd ruai joska malaa tala Thika Makongeni kiskioni donyosabuk kilimambogo, Nyeri",medium,
46B,,Terminal Tusker,Tounder Terminal,EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-REOSRR7,0.67,2/3,"Bus Station, Jogoo rdMuthurwaGikombaKariokorJuja RdOuteringRdAllsopsKariobangi dandoraMoslemmlolongomombasa rdCabanasEasternBypassUtawalaRuiruRoundaboutkangundordruaijoskamalaatalaThikaMakongenikiskionidonyosabukukilimambogo, Nyeri",medium,
46B,,Terminal Tusker,Tounder Terminal,EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-MDMSQQ3,0.67,2/3,"Bus Station, Jogoo rdMuthurwaGikombaKariokorJuja RdOuteringRdAllsopsKariobangi dandoraMoslemmlolongomombasa rdCabanasEasternBypassUtawalaRuiruRoundaboutkangundordruaijoskamalaatalaThikaMakongenikiskionidonyosabukukilimambogo, Nyeri",medium,
46H,,Terminal Tusker,Johnsaga,HURUMA MINI-BUS SACCO LTD,ADR-REOSZB2,0.75,3/4,"huruma, pangani,kariokor, tusker",medium,
46H,,Terminal Tusker,Johnsaga,BENJO( K) LTD,NTR-00741,0.67,2/3,"Bus Station, Jogoo rd Muthurwa Gikomba Kariokor Juja Rd OuteringRd Allsops Kariobangi dandora Moslem machakos mlolongo mombasa rd Cabanas EasternBypass Utawala Ruiru Roundabout kangundo rd ruai joska malaa tala Thika Makongeni kiskioni donyosabuk kilimambogo, Nyeri",medium,
46H,,Terminal Tusker,Johnsaga,EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00741,0.67,2/3,"Bus Station, Jogoo rd Muthurwa Gikomba Kariokor Juja Rd OuteringRd Allsops Kariobangi dandora Moslem machakos mlolongo mombasa rd Cabanas EasternBypass Utawala Ruiru Roundabout kangundo rd ruai joska malaa tala Thika Makongeni kiskioni donyosabuk kilimambogo, Nyeri",medium,
46H,,Terminal Tusker,Johnsaga,EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-REOSRR7,0.67,2/3,"Bus Station, Jogoo rdMuthurwaGikombaKariokorJuja RdOuteringRdAllsopsKariobangi dandoraMoslemmlolongomombasa rdCabanasEasternBypassUtawalaRuiruRoundaboutkangundordruaijoskamalaatalaThikaMakongenikiskionidonyosabukukilimambogo, Nyeri",medium,
46H,,Terminal Tusker,Johnsaga,EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-MDMSQQ3,0.67,2/3,"Bus Station, Jogoo rdMuthurwaGikombaKariokorJuja RdOuteringRdAllsopsKariobangi dandoraMoslemmlolongomombasa rdCabanasEasternBypassUtawalaRuiruRoundaboutkangundordruaijoskamalaatalaThikaMakongenikiskionidonyosabukukilimambogo, Nyeri",medium,
46K,,Kencom,Kawangware Mwisho,EASTERN BYPASS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-BQ9S55J,0.67,2/3,"mlolongo, cabanas tajmall alsops ruiru, makongeni(thika)",medium,
46K,,Kencom,Kawangware Mwisho,FASTRACK UNITED AND CREDIT COOPERATIVE SOCIETY,NTR-0042,0.67,2/3,"railways, yaya, kawangware",medium,
46K,,Kencom,Kawangware Mwisho,FASTRACK UNITED AND CREDIT COOPERATIVE SOCIETY,ADR-3ZQS3MO,0.67,2/3,"railways, kawangware, yaya",medium,
46K,,Kencom,Kawangware Mwisho,FIVE FRIENDS INVESTMENT COMPANY LIMITED,ADR-8LMS562,0.67,2/3,"Ngara, Huruma Dandora Molem road Kangundo roadMalaauUtawala Mlolongo Outering rd Thika rd Gikomba Jogoo rd Savannah, Kayole",medium,
46K,,Kencom,Kawangware Mwisho,FIVE FRIENDS INVESTMENT COMPANY LIMITED,ADR-ZZJSVWM,0.67,2/3,"Ngara, Huruma via Ronald Ngala Dandora Kariobangi Alsops Thika rd Mowlem rdJogoo rd Gikomba Kagundo rd Malaa Savannah Kayole Utawala Outering rd cabanas, Mlolongo",medium,
46Y,,Kencom,Yaya,KILLETON COMMUTERS SERVICES SAVINGS AND CREDIT COOPERATIVE LTD,ADR-K9BF6QW,0.67,2/3,"Ayany, olympic mashimoni kibera kabiria waithaka via ngong rd kawangware yaya kileleshwa lavington westlands kangemi kikuyu karura ndenderu odeon ngara thika rd kiambu rd ruiru via gitongoro limuru rd gacharage, gachie",medium,
46Y,,Kencom,Yaya,KIRAGI TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202011171405560,0.67,2/3,"Railways, KNH Yaya Ngong Karen Satelite Kibera westlands St Marys Gikomba Eastleigh Nyayo City Stadium, Mlolongo",medium,
46Y,,Kencom,Yaya,LOTHIAN TRANSPORTERS,ADR-3ZQS3QL,0.67,2/3,"Mombasa rd, Outering rd Juja rd Eastleigh Tom mboya Kenyatta av GPO Community Knh Ngong rd Kawangware Kikuyu waiyaki way forest rd Kiambu rd bypass thika rd Githurai mwiki Ruiru Thika, kenol",medium,
46Y,,Kencom,Yaya,SUPER METRO LIMITED,NTR-00202108091506440,0.67,2/3,"TALA, KOMAROCK- MALAA- KAMULU- RUAI-UTAWALA-PIPELINE- JOGOO RD- YAYA- KAWANGWARE-KABIRIA- KiKUYU, Limuru",medium,
46Y,,Kencom,Yaya,UNIFIED INTERNATIONAL LIMITED,ADR-537HYVM,0.67,2/3,"Mombasa rd, Outering rd Juja rd Eastleigh Tom mboya Kenyatta av GPO Community Knh Ngong rd Kawangware Kikuyu Kiambu rd bypass thika rd Githurai Ruiru Thika, kenol",medium,
48A,,Odeon Terminus,Lavington Shopping Centre/Shell,DIGITAL LUXURY TRAVELLERS LIMITED,NTR-00201810020854450,0.67,2/3,"Odeon, NgaraMuseum HillKangemiUthiruKawangware, Knh via kenyatta avenue",medium,
48A,,Odeon Terminus,Lavington Shopping Centre/Shell,DIGITAL LUXURY TRAVELLERS LIMITED,NTR-00202104161732330,0.67,2/3,"Odeon, NgaraMuseum HillKangemiUthiruKawangwareKNH back to odeon via kenyatta AvenueUthirumuhuri rd dagoretti market kikuyu zambezi nduma buroti mutarakwa kwambira limuru rironi muguga, Kinoo",medium,
48B,,Odeon Terminus,Othaya Road Stage,8B SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202101181143450,0.67,2/3,"Fig tree, Thika rd Kariokor Gikomba Juja rd Eastleigh KiambiuJericho Jogoo rd Buruburu Outering rd Donholm(caltex) Cabanas Likoni rd Lungalunga rd Kariobangi south, Kangundo rd",medium,
48B,,Odeon Terminus,Othaya Road Stage,BABA DOGO 25 TRAVELLERS SACCO,ADR-REOSLYL,0.67,2/3,"Odeon, Muranga rd terminus(via forest rd) thika rdalsops roysambu lucky summer baba dogo outering rd caltex kangundo rd ruai junction utawala city cabanas donholm juja rd, kariokor",medium,
48B,,Odeon Terminus,Othaya Road Stage,BABA DOGO 25 TRAVELLERS SACCO,ADR-MDMSAEM,0.67,2/3,"odeon, thika road, babadogo",medium,
48B,,Odeon Terminus,Othaya Road Stage,BABA DOGO 25 TRAVELLERS SACCO,ADR-YM3SEJ6,0.67,2/3,"odeon, babadogo, thika road",medium,
48B,,Odeon Terminus,Othaya Road Stage,city star shuttle limited,NTR-00202101251031330,0.67,2/3,"Kangundo, Malaa Ruai Juja Ruiru Thika Kenyatta university Juja rdTom mboya Kencom Ambassador Bus station Gikomba Jogoo rd Buruburu Outering rd Umoja Kangundo rdUtawala JKIA Mombasa SGR Syokimau Athi river Kitengela, Isinya",medium,
48C,,Odeon Terminus,Yaya,8B SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202101181143450,0.67,2/3,"Fig tree, Thika rd Kariokor Gikomba Juja rd Eastleigh KiambiuJericho Jogoo rd Buruburu Outering rd Donholm(caltex) Cabanas Likoni rd Lungalunga rd Kariobangi south, Kangundo rd",medium,
48C,,Odeon Terminus,Yaya,BABA DOGO 25 TRAVELLERS SACCO,ADR-REOSLYL,0.67,2/3,"Odeon, Muranga rd terminus(via forest rd) thika rdalsops roysambu lucky summer baba dogo outering rd caltex kangundo rd ruai junction utawala city cabanas donholm juja rd, kariokor",medium,
48C,,Odeon Terminus,Yaya,city star shuttle limited,NTR-00202101251031330,0.67,2/3,"Kangundo, Malaa Ruai Juja Ruiru Thika Kenyatta university Juja rdTom mboya Kencom Ambassador Bus station Gikomba Jogoo rd Buruburu Outering rd Umoja Kangundo rdUtawala JKIA Mombasa SGR Syokimau Athi river Kitengela, Isinya",medium,
48C,,Odeon Terminus,Yaya,COSY TRAVEL LIMITED,NTR-0078,0.67,2/3,"odeon, westlands, kangemi",medium,
48C,,Odeon Terminus,Yaya,COSY TRAVEL LIMITED,ADR-Q5LC6JA,0.67,2/3,"odeon, kangemi, westlands",medium,
48K,,Westlands,Co-Op Bank,BENJO( K) LTD,NTR-00741,0.67,2/3,"Bus Station, Jogoo rd Muthurwa Gikomba Kariokor Juja Rd OuteringRd Allsops Kariobangi dandora Moslem machakos mlolongo mombasa rd Cabanas EasternBypass Utawala Ruiru Roundabout kangundo rd ruai joska malaa tala Thika Makongeni kiskioni donyosabuk kilimambogo, Nyeri",medium,
48K,,Westlands,Co-Op Bank,BYBUSS TRANS LIMITED,NTR-00202007061248330,0.67,2/3,"Khoja via Ngara Rd, WestlandsWangige via Lower Kabete RdNyathunaNgechaKabukuLimuru Kikuyu Kiambu Ruiru, Thika(Makongeni)",medium,
48K,,Westlands,Co-Op Bank,BYBUSS TRANS LIMITED,ADR-REOSYWM,0.67,2/3,"Khoja, Ngara Westlands kangemi wangige nyathuna gachie ngecha kabuku ruaka Kikuyu limuru kiambu ruiru, Thika(makongeni)",medium,
48K,,Westlands,Co-Op Bank,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202011241151430,0.67,2/3,"Bus Station, Hazina Kangundo rd Ruai Kamulu Utawala Mombasa rd Mlolongo, Katani",medium,
48K,,Westlands,Co-Op Bank,COUNTY LINK SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00202211011653270,0.67,2/3,"Bus Station, Jogoo Rd Industrial Area Buruburu Hazina Donholm Manyanja Rd Outering Rd Kangundo Rd Eastern Bypass Ruai Kamulu Utawala Mombasa Rd Mlolongo via Syokimau, Katani",medium,
48O,,Odeon Terminus,Othaya Road,BABA DOGO 25 TRAVELLERS SACCO,ADR-MDMSAEM,0.67,2/3,"odeon, thika road, babadogo",medium,
48O,,Odeon Terminus,Othaya Road,BABA DOGO 25 TRAVELLERS SACCO,ADR-YM3SEJ6,0.67,2/3,"odeon, babadogo, thika road",medium,
48O,,Odeon Terminus,Othaya Road,DIGITAL LUXURY TRAVELLERS LIMITED,NTR-00201810020854450,0.67,2/3,"Odeon, NgaraMuseum HillKangemiUthiruKawangware, Knh via kenyatta avenue",medium,
48O,,Odeon Terminus,Othaya Road,DIGITAL LUXURY TRAVELLERS LIMITED,NTR-00202104161732330,0.67,2/3,"Odeon, NgaraMuseum HillKangemiUthiruKawangwareKNH back to odeon via kenyatta AvenueUthirumuhuri rd dagoretti market kikuyu zambezi nduma buroti mutarakwa kwambira limuru rironi muguga, Kinoo",medium,
48O,,Odeon Terminus,Othaya Road,HOME SACCO LIMITED,ADR-8LMSEZM,0.67,2/3,"odeon, thome, thika road",medium,
04SK,,Tuskys Ronald Ngala,Saika Junction,UMOINNER SACCO LTD,ADR-LZRS36M,1.00,3/3,"ronald ngala, jogoo road, umoja innercore",high,
